2021-10-01,1417411.43847,956635.65028,92749.8128,83512.35728,1016.2922,1713.78731,30382.13822,3422.04403,6764.24024,2613.65959,1728.61375,34599.60246,,40535.06617,9345.26623,,119705.35491,985.24926,697631.56037,101260.53005,82704.57323,1201.55746,53128.60852,1937415.21942,26596.90922,2112.37621,107033.40995,867.61028,149439.75792,6856.18181,2842.53966,24984.57816,105804.81987,16747.06831,23270.91054,,,,79199.97932,373.5028,6530.5443,,,,,404.51758,1399.03293,20029.62864,,291.51065,8243.26439,1041.08185,,,,,,,
2021-11-01,1396828.83542,921838.78288,107950.82486,87865.89916,1151.30997,1652.47828,30684.58295,3300.88264,6435.93763,2527.68171,1723.1862,31214.54655,502.83467,40405.67551,9203.09821,,118874.64963,951.68001,671300.25862,73984.22602,138958.21237,1085.77424,54122.83578,2203114.16417,28250.37854,2105.35505,106099.36961,2101.02767,145654.33319,7263.7841,2434.3811,24161.14208,105700.74605,15731.69739,22755.43847,,,,80303.24434,356.51391,6402.8169,,,,,771.82869,1416.53415,20298.96752,,948.87778,9490.02287,963.1199,863.18788,,,,,,
2021-08-01,1013779.55021,935409.31452,89231.8435,68340.4652,113.14656,1898.1795,30395.97619,3326.37209,7059.09473,2788.90804,1406.46531,43784.33321,,40612.63648,9631.10958,,123392.97557,1053.65617,788528.27685,116301.52278,111648.22215,950.49205,49606.12863,1443337.15404,26941.127,3341.02511,108221.14102,565.94913,172151.93868,5701.7339,2579.94759,22904.96868,63020.1788,18027.34143,24331.89608,,,,79061.45313,438.36528,6795.77078,,,,,188.76388,1603.49618,9.86301,,303.4,,,,,,,,,
2021-03-01,45435.50719,637567.4065,60208.78497,7107.39726,1093.65708,2353.19425,29047.27812,661.86494,2511.14896,3041.78817,1327.64138,20273.52529,1016.49316,42160.29463,10294.4811,14008.05286,29501.60351,1222.45732,635271.10054,123331.35377,,373.45395,48260.81208,1524417.15436,2569.40782,1701.71984,112103.47082,671.89052,105252.39649,18064.64266,67760.7998,72742.69788,38886.49099,17958.35204,18536.40791,,,,,679.18099,7050.08699,,,,,,2150.13926,,,,,,,,,,,,
2021-12-01,43537.04921,877123.48102,106676.76032,156015.75688,2128.57234,2979.41509,31014.73768,3173.01867,6228.69246,2440.59597,1331.19231,28176.41109,593.57969,50060.73502,9245.25129,3.4985,129869.30834,917.70272,827779.16473,75064.84263,56300.21953,1306.0928,46274.72683,3702068.2298,28790.92302,2239.9889,108363.68005,2347.03871,87385.62439,7159.20501,2824.76524,,59470.38634,15459.44232,57310.09766,,,,148827.02739,341.41442,6271.60862,,,,,683.93461,1370.15183,,,887.63417,14866.20361,1086.82576,383.8719,342.56889,,,,,
2021-02-01,45863.01913,618010.33847,35013.20324,7118.90411,1070.64338,2447.40365,29763.93827,683.84227,2588.7574,3086.97793,1327.64138,15254.08957,1018.26027,42585.66527,10287.38898,13970.84612,29524.52413,1257.66603,660228.02543,123305.12067,,470.08074,48400.10681,1498414.26414,14706.41817,1702.95287,113198.3221,693.18668,109057.58295,19069.94019,67808.88693,72421.65939,24024.5486,17669.5057,18716.59395,,,,3361.59362,706.94681,7057.97534,,,,,,2267.43654,,,,,,,,,,,,
2022-02-01,46116.53354,1087795.2291,106782.15978,159230.18977,1139.99417,2761.34272,31996.31407,4125.59984,5785.00655,2267.79062,16275.64713,28209.63581,474.3762,52738.24094,9674.87484,939.79133,111305.76618,826.83085,793260.3578,61087.94282,137335.05918,6882.35365,32995.60581,2053517.45866,29153.76575,3720.2401,173656.81747,2438.46238,117712.26614,7359.2477,2243.24278,6463.3719,57971.50323,14738.35485,75305.2394,,,,150545.19621,287.90583,6013.41387,,,1413.67249,,643.82054,1221.34504,236.33865,,1278.39892,22560.91885,977.35165,758.44565,330.71769,1283.2119,,,,
2022-03-01,46871.15287,1134960.79608,119201.46979,166702.68831,5435.0737,2639.43549,32173.93236,4370.94325,5646.8157,2573.20028,22034.29106,28192.49608,510.29587,53174.00266,9858.80867,418.74594,106792.07825,809.68041,914464.91521,65731.58105,131923.34306,7271.12964,35118.38929,2233004.38376,31162.91896,4209.10277,176572.95827,3360.3305,113682.64555,7176.47939,2179.57627,6363.89343,71700.67179,15104.24338,80703.41434,,,,154499.30085,271.81105,5876.227,,,1392.77758,,776.30412,1145.72705,48.97039,,929.9162,24714.79931,20183.64152,1155.11144,320.10477,2262.48911,655.01974,608.78333,,
2022-01-01,43704.15493,698340.53571,93167.00713,132383.23023,1194.31122,3015.09279,31401.41769,4092.51391,5956.52091,2354.66376,10378.23063,28197.67989,587.59845,50472.34014,9330.04449,5.07222,113086.57048,843.27806,481917.51193,57702.79124,54522.53024,1932.92942,7828.48568,1938509.61513,30355.7132,3235.56831,,2830.53313,87295.27815,7138.16631,2810.94849,5526.24052,58236.28155,15180.45453,75793.51547,,,,153712.65242,326.26401,6143.62283,,,1017.6742,,614.22952,1263.79362,19970.59463,,1403.31278,16911.94962,908.23809,831.24844,340.42973,303.20882,,,18914.13727,
2022-08-01,58623.75639,1450542.57512,145329.67275,187240.69223,138.24714,2604.32781,34364.68611,4629.26134,10928.8329,2461.60118,1802.95771,28672.35194,576.45353,66709.21003,10179.77204,319.16576,121168.44382,819.95803,655238.95236,38196.93845,36035.77001,2517.73394,51922.25577,2225216.53477,21778.88855,4153.94959,120932.10459,3312.6748,112770.24716,6962.00957,1962.26448,5069.41056,64582.13139,15951.36274,82933.18158,,,,93645.12851,230.13664,301.05,452.1,149.13854,1524.33713,,715.04781,780.16711,0.07559,,252.88605,1886.04778,1215.60438,103.02225,364.92519,2468.52667,477.8697,686.38737,,204.43333
2022-09-01,58623.75639,1432404.08653,145008.23387,176743.32425,1307.66716,2223.53494,34618.94716,5116.27242,11017.45449,2333.86325,1323.17313,28785.47754,588.95125,66571.40382,10193.52042,4.90588,121293.91081,753.29784,763090.38294,37817.40782,46075.0077,2478.95863,53089.09038,1975866.43491,22208.29253,4191.27296,120932.10459,3722.54111,113923.7906,7009.50523,1880.11515,5520.17957,121353.27633,16103.82934,62740.93118,,,,92155.03649,731.5958,,447.45938,142.67708,1535.28918,,664.50702,636.70201,32.88742,,162.81157,1933.69361,1374.77997,68.61855,374.05009,2508.19948,476.45898,698.88922,,198.74445
2022-10-01,60452.18639,1330168.08652,143898.32165,171942.15161,1369.87381,2197.98436,35186.28041,5123.31619,10918.53145,2315.34257,1322.81335,23328.25901,601.74805,66642.02962,9975.02929,33.52119,119651.35556,921.38026,595052.98564,32643.94401,46297.73211,6929.94924,52337.74945,1951291.3095,22487.30343,4871.60772,120906.59543,3720.63778,111537.62091,7053.66873,1795.37678,5193.84474,122265.009,16250.01037,63181.89099,,,,89394.86235,701.73703,392.275,427.52812,360.88307,1541.6419,,611.76288,123.39179,20306.3251,,352.19899,1979.28626,1052.66342,,382.86701,2272.99843,4.70491,715.23601,,189.86667
2022-06-01,46882.63044,1401525.78593,130378.053,166278.76552,134.05225,2654.46209,33655.44138,4543.49399,5473.53514,2560.60169,7230.28633,28676.36173,551.97107,54437.11211,9926.7162,395.16946,108038.64985,815.8536,738497.64441,62521.64475,27884.87545,2500.74442,48763.48634,2332742.08793,23834.32851,4090.82082,96745.74981,3312.12471,111585.62392,6873.06665,2130.53763,5385.46593,57645.08546,15515.24832,82881.63243,,,,79937.62105,256.28862,5970.22193,,,1488.25181,,749.25149,1157.91275,,,404.76141,1795.55528,20819.54056,1011.01212,346.95609,2407.7427,631.95986,655.67725,,
2022-07-01,46882.63044,1349640.25397,142912.52316,173905.53107,136.11531,2651.53844,33805.69415,4583.68322,13059.17165,2547.42318,1802.59793,28449.4629,563.43173,54862.69294,9899.5476,359.36068,122243.02946,814.72209,737735.9984,61925.0905,30078.8809,2470.23655,51864.49536,2305668.55457,21961.36168,4130.07639,96725.34247,3291.17561,109478.21504,6917.70124,2067.8278,2546.42744,57811.36225,15640.46431,83160.56804,,,,77610.38808,229.28143,5875.31175,,150.7,1516.25677,,746.71141,915.50739,,,323.76475,1838.46615,20726.70211,137.11114,355.79399,2433.87914,479.81299,672.11359,,
