Date,10,17,33,45,46,20,28
2020-11-01,4909.29476,130170.78482,50066.48046,10009.39777,307579.73757,,
2020-08-01,4606.26694,169279.64557,,10007.84186,344734.26267,,
2020-09-01,8315.1715,163299.85304,,10010.97679,587797.29977,,
2020-10-01,10014.43937,151227.31213,35046.42768,10009.41285,539774.6369,,
2020-02-01,1150.90422,207451.74021,4007.18175,10020.17761,41510.0462,,
2020-12-01,9313.38529,105152.87977,50066.60855,3004.74464,137399.22401,,
2020-06-01,4011.37877,177430.93573,,10017.08033,482245.22215,2.08333,
2020-07-01,3504.87479,177337.81096,,10009.83333,437924.38646,,
2020-05-01,6109.1152,192298.28732,,10014.7163,518552.7107,5.44444,
2021-07-01,16766.9759,55053.06894,35046.4235,20025.76908,48155.94268,,
2021-06-01,15026.97721,80073.88889,35051.0225,13025.70792,394860.57035,,
2021-04-01,3506.41452,105096.97917,35050.8178,12525.41511,143670.5393,,
2021-05-01,19824.23013,80060.58016,35036.39749,5004.85993,243824.46834,,
2021-09-01,10020.98516,30032.08578,35054.43603,7211.08142,296065.0531,,
2021-08-01,14276.68004,55053.20223,35046.56112,5012.77698,48158.49497,,
2021-12-01,11941.0693,,25041.6667,,315971.58767,,
2021-02-01,2143.37728,105122.5,35047.51302,12513.48827,137533.22526,,
2022-12-01,20058.58438,,2514.88247,,366683.45866,,
2022-02-01,5010.50128,,65116.4547,,315630.12326,,
2022-03-01,5006.54856,,45065.69105,,415871.72493,,5538.61595
2022-11-01,17359.113,,10038.35358,14043.78235,366599.67525,,
2022-01-01,7006.79045,,35034.75098,,315732.01517,,
2022-08-01,7031.77617,,10038.31406,,753011.76424,27146.3044,64.94069
2022-09-01,13345.51201,,10038.27894,,753117.32401,15.0,
2022-10-01,13332.36559,,10027.31465,,366554.22852,,
2022-06-01,5011.91317,,25060.14923,,747138.83313,15029.02375,27.21263
2022-07-01,5010.83209,,10021.79609,,678902.83897,15170.87261,
2023-04-01,20032.89391,,,,220515.7439,,
2023-05-01,20058.36707,,,,220029.77536,,
2023-07-01,10024.30238,,,,,,
2023-06-01,20068.9397,,,,,,
2023-03-01,20019.27038,,,,366716.58506,,
2023-02-01,20068.33602,,,,366863.44821,,
2023-12-01,20031.51295,,,,,,
2023-09-01,10032.33379,,,,,,
2023-10-01,20048.30661,,,,,,
2023-01-01,20058.5292,,12050.17244,,366871.17297,,
2023-11-01,20056.0292,,,,,,
2023-08-01,10034.1171,,,,,,
2024-06-01,5008.89548,,,49.0,,,
2024-05-01,5010.86102,,,,,,
2024-01-01,18047.96699,,,,,,
2024-02-01,16042.56339,,,,,,
2024-03-01,12518.93483,,,,,,
2020-03-01,,207353.08881,4006.34821,10011.10815,162172.70793,3.47222,
2020-04-01,,192486.62618,4008.92997,10027.21158,442682.58175,6011.65532,
2021-03-01,,105055.34973,35027.24999,12507.70167,530115.82204,,
2021-10-01,,,25027.54723,2201.9228,364584.07029,,
2021-11-01,,,25048.42037,,626982.64042,,
