Date,00,01,08,09,10,11,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,31,32,33,35,38,41,42,43,45,46,47,49,51,52,56,58,60,61,62,63,64,66,68,69,70,71,72,73,74,77,78,80,81,82,84,85,86,93,94,96,88,95,55,79,13,12,90,02,37,53,59,75,36,50,03,87
2020-11-01,8.37567,5578615.95135,372.15785,74.22912,2461847.32829,265144.10317,536.81438,16511.64527,29744.15037,346028.18688,0.13036,88349.36656,28401.67261,80434.01624,19909.35001,274.30581,9618.74614,1741.30988,68462.22845,154357.70505,4600.4207,284962.22262,378.69526,5626.30159,1842718.5496,0.012,3660.63674,77236.83839,11749.10602,125728.54041,7435808.73959,1316190.10177,53492.95972,0.45779,662237.24036,281.60251,0.00607,723.07491,228621.50566,237.72245,115.76383,340493.70707,0.28393,161731.52065,95103.02356,311.26489,2738.81622,351.24023,730.44536,221.15582,215400.76474,205.97773,4910.4109,675.15898,53431.03806,303.85405,0.11076,6902.31764,0.0012,0.34083,425.44504,,,,,,,,,,,,,,,,
2020-10-01,8.37567,5702799.11186,420.85352,111.17824,2046339.916,262353.1829,422.56529,10344.06563,29495.14776,347702.69899,3.90924,87442.75771,24995.98391,71853.08276,19607.84327,327.09348,4897.96662,1861.95861,69357.13453,134004.80366,9845.68848,286536.79377,5785.20669,6070.21307,1931761.51298,0.012,4167.24883,76947.39214,11790.15859,169311.31657,8079167.27016,1354498.12612,53381.31267,,664696.99668,350.88917,,771.52244,228751.51797,307.5699,120.49331,297595.81557,0.06223,215585.38196,0.40624,316.4685,3251.52526,369.1001,837.23013,158.04797,217753.84208,227.81231,4135.66888,699.91526,605.00011,331.70748,0.3323,7096.60456,0.0012,0.32883,434.47411,0.018,,,,,,,,,,,,,,,
2020-02-01,70.28188,4364940.45806,826.33065,,3936726.26829,476516.97715,6737.0587,10786.36414,33326.27047,381530.25329,18427.89108,32160.94291,52146.18957,150467.65372,17235.47523,9154.29161,13112.07782,3032.30467,68111.2414,177763.6522,7627.50208,256045.15163,12428.04749,37641.60804,1510985.24376,0.012,5237.09109,2400.66571,10685.5695,193384.32537,6038889.3634,1096867.59709,26188.39119,,375745.16247,492.14094,,24.20752,92040.53507,569.75527,1.15687,265449.31396,0.41646,203281.21971,0.16279,0.06765,2386.82949,1211.79102,39539.50503,0.0175,187489.88482,395.93616,6159.11779,1057.64194,1251.20573,562.54794,0.20969,8579.30449,,0.01,630.52723,,265.23303,98.9418,0.09842,737.98321,,,,,,,,,,,
2020-12-01,8.37567,5566838.23677,346.01828,,3682724.25872,218644.06526,1870.70694,22391.145,30114.01628,339491.19099,490.85574,89414.96429,27269.40861,94158.37785,20107.17293,249.48694,8237.04915,1619.34985,67732.65964,152396.61737,4461.36654,283711.75001,294.53111,5832.97034,1693454.99222,0.012,3356.7449,78368.72078,12608.76549,175129.24062,7804744.57343,1315165.12678,56033.86221,0.45779,934926.00879,247.10487,0.00607,673.83218,229148.03702,167.29535,115.83418,331382.54899,0.06083,161845.13924,140802.31137,308.92979,2849.83012,340.69573,622.3906,354.61509,196650.07913,183.88786,5125.01468,2052.74718,53378.66503,275.76955,0.34742,6888.63564,0.0012,0.35283,416.08062,,217.81714,0.03889,0.00601,,,,,,,,,,,,
2020-03-01,253.24625,4198578.35566,778.89558,,3870562.69312,414707.51533,1507.81059,31843.50558,32318.60301,372092.79149,5133.91233,31894.55137,47553.43823,147904.84422,23128.32315,10579.15944,12678.43521,3254.38076,67222.42657,234745.89783,7497.77705,251605.93042,13126.05069,24894.61294,1141245.48477,0.012,4914.62754,1985.5459,10329.61606,178712.14601,6499944.05361,1325233.58285,29638.64323,,367398.61449,472.46317,,12.16659,3835.00634,514.61927,1.15104,244316.88868,0.02726,197218.17712,0.28577,0.06765,2932.02906,1158.09065,39823.61419,0.01016,177995.78963,375.42589,6167.73214,1022.3101,1192.62723,532.69212,0.22769,8352.96124,,0.01,554.29157,,157.05611,79.6953,0.09842,673.5349,5.26823,,,,,,,,,,
2020-07-01,0.07191,5155253.95345,588.96123,221.62133,2383592.82698,223171.61131,527.45952,10786.82899,32892.89478,350833.52841,0.01401,122042.14039,46143.4025,59817.47761,61195.33351,11171.32753,11287.7606,1338.44079,67001.1124,172940.66084,9952.07829,276345.25182,10369.93124,7176.73313,1494336.83949,0.012,5241.67527,68527.58635,10682.76448,150436.84198,6099555.45758,1144137.24105,48666.68814,6.49505,482128.05822,401.73366,317.15414,915.12024,313772.62555,513.4681,135.07033,113111.07906,0.25356,166890.74958,0.20822,331.57581,3205.62953,29.87692,1152.74264,,194020.18152,292.1948,4525.49107,774.32969,53572.81904,416.82647,0.27569,7695.42031,0.0012,0.29283,462.25489,,67.67261,,,,,,,,,,,,,,
2020-04-01,0.12546,4884051.50088,732.0628,,5257254.73096,465299.31929,1019.41068,29943.18149,32296.96699,374263.97826,5595.82722,124091.54214,228725.89598,81779.09865,43583.50248,34900.09285,19329.60638,2557.59293,69427.12105,246032.81482,9613.29251,288223.73234,13664.66892,25377.52511,519855.60395,0.012,4696.197,1866.95586,14766.23838,233525.76228,7365119.86132,1663350.01676,53707.33762,,412823.07895,443.85237,,,103694.79325,725.63397,1.33198,201102.34695,0.01283,210420.90006,0.17522,0.09165,3757.95255,1105.46905,33001.70707,0.01616,196303.09781,331.22227,5682.98886,988.58703,1136.05778,503.79864,0.23969,8139.77117,0.0012,0.01825,546.15581,,134.85209,59.56944,1.14241,608.89726,,0.00631,,,,,,,,,
2021-07-01,8.37567,6405433.45533,0.00018,,2664735.95813,127313.89701,6323.53032,66344.63805,36228.8652,466650.60929,8072.73421,77496.43292,31358.07921,115978.92818,496027.48176,450.2606,10846.63648,4157.56518,55431.9836,280437.68216,3186.83164,128278.35946,3652.08157,28321.15104,1561099.2922,594.15249,7361.16026,7518.13364,25018.41221,325198.38355,5644327.32205,1185384.14319,45177.97556,0.45779,1228756.25334,394.37229,,319.64841,329609.94356,6241.52096,2.05404,449356.90409,0.10878,469553.56274,65.84341,264.36109,1101.37666,914.07086,242.40198,349.75358,117573.04179,24.14201,4462.58291,800.23596,792.11332,190.17399,330.5946,5886.64758,0.39796,0.46279,351.33163,,352.24795,,,,,,0.06928,0.01482,1750.1956,,,,,,
2021-06-01,8.37567,5726800.02597,45.86819,,2901362.68004,182759.33971,5254.74005,58599.85195,34647.19817,381776.67953,8050.57165,69158.99445,27695.20675,106789.39926,504654.96018,,10615.64048,4489.97404,56329.46176,242502.94409,3276.42325,101036.64497,3488.27427,18184.65449,1545712.30958,711.35258,7131.13776,8269.66462,24549.53443,298235.01628,6130940.171,1246195.18575,39036.32686,0.45779,1057945.48242,468.37528,,371.55873,332025.05692,5636.35308,82.16591,400306.12222,0.10278,311301.56649,68.40441,270.33667,1261.44719,936.27757,391.25537,350.15971,112794.97191,47.63891,5530.14274,849.10067,866.9875,202.41298,347.34395,6059.33653,0.0079,0.44479,360.81225,,372.34588,,0.20281,,,0.03381,0.03602,0.00882,819.8286,,,,,,
2021-04-01,8.37567,4974450.86106,124.00252,,2393820.23542,260936.22233,4410.34635,27761.95553,34024.06688,362081.71605,416.91598,75917.03874,22505.18641,97556.22152,461504.89468,,10814.37707,1951.77473,57878.27357,236701.05223,3674.41027,157682.53576,291.04767,6128.66086,1668384.91731,0.01432,7874.44199,3508.19311,18233.71903,190258.28669,6477015.77006,1445663.41858,40100.86436,0.45779,691663.02874,608.95061,0.00237,473.89043,333752.33945,124.06994,91.49044,367004.72027,0.09078,255539.02348,141892.13165,281.70339,3729.83913,997.09609,448.1371,589.3423,153531.22503,93.59395,1520.80173,1945.48658,982.1455,226.80307,381.16078,6291.207,0.0012,0.40879,389.1117,,401.39666,,0.00136,,,0.15631,,,,0.14082,,,,,
2021-05-01,8.37567,5459797.45383,73.60217,,2407658.13909,230019.09803,5798.12215,33083.02259,36880.13101,380653.80682,7900.58467,76767.87736,25484.93964,103603.81707,468611.2799,0.48904,11158.36976,3802.69346,56224.07582,224828.02364,3416.20912,162469.71832,3502.08578,13297.56721,1735643.45231,827.91691,7155.53737,6176.68366,20267.8321,303149.60437,6951470.00726,1394718.94526,38107.96475,0.45779,1044294.29791,541.70814,,422.7868,332139.71159,4614.40411,86.17076,381265.26733,0.09678,281552.94292,63.58193,275.83476,1430.60164,967.28186,419.71246,425.72666,85886.60299,46.77079,4991.68124,897.83954,877.85203,214.50514,364.1056,5920.79832,0.0019,0.42679,379.76453,,380.35206,0.12281,0.00736,,,,0.10682,0.00282,820.34818,,,,,,
2021-03-01,8.37567,4879119.14308,197.10317,,4426735.69609,331393.79251,3724.6433,13231.42664,34998.61982,327236.00974,435.97446,79240.67098,27560.3808,69558.93084,350196.2852,174.9058,8013.36474,2096.89394,57722.83987,225583.6727,4042.34952,160338.039,180.17963,5358.80806,1615106.116,0.00511,7834.30283,3717.25603,14242.39568,158094.18035,6188710.32316,1538484.5979,37712.14109,0.45779,895584.24176,148.93911,0.00237,524.11062,188203.9368,134.49684,96.15047,358566.78185,0.07883,236471.61605,358985.86346,287.1618,2708.54507,657.55607,476.59472,253.36384,185408.41748,92.74088,1316.27307,2138.61728,393.31214,238.73655,15.46801,6508.8456,0.0012,0.39079,388.23668,,422.33857,,0.08576,,,0.13031,,,,7.71143,,,,,
2021-12-01,114.81111,7936301.56119,,,5392554.79493,202749.94064,4169.52617,73225.9339,39877.93534,427362.02401,7944.08865,91120.292,42873.37722,138174.62577,546012.77738,362.76648,15367.14456,4155.15648,50256.17167,335586.16402,3979.22201,239891.59505,7441.62762,33689.74587,1259328.86622,,12827.74423,6353.92719,36135.84185,388431.8622,9218884.4885,1549425.55854,71376.23141,0.45779,1319528.16181,6.60373,,,1614117.77946,5306.80347,1063.02029,423377.24321,,463210.5812,387864.51766,670.72832,3879.11487,761.27873,169.70161,835.94238,185554.25225,0.00821,6246.0487,553.63504,582.68081,,346.52911,137206.01107,15118.14315,0.60279,304.78677,,440.75247,0.01623,,3048.08219,,,0.03378,0.01482,1586.75147,,,,,,
2021-02-01,8.37567,5195014.9525,224.09319,,3930503.64478,259324.552,3982.39897,13212.36268,33619.99482,331971.21094,451.56319,76520.43468,26891.20985,65402.98283,213081.42428,199.87077,8241.35031,2242.29482,58385.79543,194859.41124,4180.09666,187173.92022,195.14125,5572.66048,1673422.53835,,7831.29602,3925.61093,14448.74545,158856.65308,6255424.87001,1570222.4429,39608.01097,0.45779,871097.76242,169.52705,0.00237,574.96168,188872.18896,145.48962,101.00744,365590.93043,0.07283,211921.80957,351958.75764,293.29996,2855.85186,318.64183,504.91284,173.68832,188019.34809,139.20595,1383.65333,1714.57085,53308.76547,251.27027,23.08781,6738.47776,0.0012,0.37279,397.99158,,441.96344,0.41968,0.03476,,,0.07931,,,,,,,,,
2020-08-01,,5525465.39771,540.98132,184.94712,3573522.77293,221329.51082,441.74036,36536.33052,31643.7361,367687.80235,8.00906,170606.70687,46262.60506,58908.32623,20728.52507,8748.78269,5335.05903,1251.77861,69245.81259,139600.89502,10835.80575,285933.64563,6207.31145,6684.97717,1667832.43045,0.012,4571.87397,74273.57259,9942.04655,138868.43594,6869626.88552,1251131.49567,51500.924,,566046.58289,387.93012,,867.79745,238816.98962,445.48105,130.26683,131565.7615,0.30017,168418.69607,0.22925,328.21974,3609.13845,22.4273,1048.66693,,205007.1622,247.21947,3213.27298,749.98678,53547.31674,388.43824,0.5369,7499.67129,0.0012,0.30483,452.99735,0.006,45.18862,,,,,,,,,,,,,,
2020-09-01,,5620896.18506,469.59358,148.13518,3032660.99779,225186.3676,432.36191,1268.18787,30092.96024,345487.37635,5.19914,168938.06327,43429.32625,61673.49746,20781.92715,56.91615,8036.29897,1977.56152,68811.41222,149566.98157,9384.0362,283861.8462,5870.54588,6532.54602,1704340.42499,0.012,4603.0501,74838.5288,10095.43514,144602.0589,7011813.75706,1286639.77799,56084.59456,,661907.44118,375.33231,,819.98532,228670.70251,376.90285,125.42007,162967.21016,0.04283,167254.45308,0.32037,322.39796,3434.40753,387.36436,943.59264,,204937.36993,225.78166,4920.40418,724.74744,53490.59907,360.03809,0.10613,7293.34279,0.0012,0.31683,443.84219,0.012,22.63988,0.18375,0.03165,,,,,,,,,,,,
2020-06-01,,4886056.53864,637.0073,258.39746,2862594.29566,341166.43816,635.71428,43204.74952,31871.81877,357841.44263,4243.72647,121277.15564,47853.34688,66701.64378,95572.22216,8001.74166,13332.92789,1425.73982,67514.79188,231107.19709,10902.95457,277302.32996,14415.1545,7929.33225,811474.66846,0.012,5624.41714,50834.10432,11896.36851,175035.91577,6936042.60591,1182652.10438,49420.24111,,426609.37915,415.94203,354.1114,962.59265,234056.07047,581.2722,139.97205,132262.35569,0.02483,176792.7366,0.26246,0.06765,3318.70183,35.44515,534.42778,,197884.90798,289.61721,4036.71964,800.63598,53627.62689,445.75283,0.26369,7892.60945,0.0012,0.28083,547.18224,,90.14265,20.05781,0.90941,,,,,,,,,,,,
2020-05-01,,4913578.98675,684.45621,294.85943,4696116.16258,471059.86307,850.14199,13500.07123,32869.88821,360028.56507,6671.46775,118266.8479,49208.79978,69275.43213,78362.04015,11915.1661,32932.0846,3451.40124,67866.32345,248336.33462,8751.90723,276850.66047,14154.02876,8162.1565,611095.39671,0.012,4300.82156,51420.73229,11141.15044,203564.18036,7381394.03224,1192084.56512,49927.3314,,427280.01248,429.76177,391.0062,1009.15804,214088.28509,647.70283,144.87467,226044.79902,0.01883,176973.17771,0.68619,0.27573,3763.50208,42.48048,32611.43977,0.00216,189277.59466,310.46427,4845.92433,953.62281,53632.3351,474.49694,0.25169,8081.91412,0.0012,0.03025,546.48386,,112.48283,39.90921,1.14841,,,,,,,,,,,,
2021-09-01,,7358688.13153,,,2139098.29304,165230.47096,5979.58419,116663.5507,34618.35494,466597.57826,8007.255,78973.23276,36314.62631,148937.64033,509894.83211,422.44004,10512.70473,4226.63337,53155.28943,295632.76111,965.74233,208116.56536,6254.7891,27752.35087,2067532.69994,358.21015,6385.10082,6832.49092,25941.25505,341022.5184,7953166.54775,950038.2307,50001.1426,0.45779,1285382.68594,267.72878,,,1613454.32991,5469.00843,1160.19461,433573.12844,0.42405,459043.73385,378387.48803,254.7288,1331.72088,852.15743,203.9607,983.74235,174256.42062,,4453.01046,702.19573,612.00351,,277.03828,15636.76041,0.0079,0.48679,332.89174,,588.82787,,,0.15568,,,0.09819,0.01482,1657.8883,,,,,,
