Date,01,10,11,23,25,31,41,42,45,46,47,49,53,64,68,77,81,93,55,62,16,79,69
2020-11-01,4954.84735,15658.96463,2615.26736,1968.90096,737.3587,882.87438,39444.82217,5426.18783,31387.18384,838.89189,9794.70958,7364.16002,933.23611,12577.75565,23688.11452,6429.88317,5250.83182,1405.83385,,,,,
2020-08-01,5350.60196,,2635.57931,1913.92298,779.08531,984.1347,39584.80967,5573.65636,31436.55897,1403.41587,10113.34364,7917.92872,1079.67688,15295.29665,27393.79578,6429.88935,5035.51169,1484.80487,361.29532,597.12468,,,
2020-09-01,5126.87581,6818.39736,2628.73507,1900.12527,765.16297,950.35743,39150.0442,5352.28129,30991.91129,1004.55984,9967.5339,7748.87818,1014.81498,14207.04235,26218.98727,6429.88935,5068.58787,1458.84247,,599.2896,,,
2020-10-01,4983.18346,12714.58908,2620.54198,1957.58122,750.87679,949.8271,39431.84499,5425.26454,31340.7161,730.48822,9912.84012,7611.31079,986.66805,13389.96924,25436.10744,6426.76005,5167.1349,1431.46537,,,,,
2020-12-01,4977.58488,15707.39829,2607.07427,1595.57153,723.086,848.66798,39677.00319,5437.69842,31383.84219,645.76013,6188.67819,7298.94889,875.34197,11482.36854,22562.75989,5936.36092,5230.51251,1378.47082,,,,,
2020-03-01,6005.56207,,7451.89509,1834.02356,,1046.42763,41635.99271,1035.96666,28045.70633,655.45702,13499.79743,6563.05264,1259.87885,17688.93454,28652.4378,4718.96709,4599.06896,1352.07044,515.80481,586.43976,297.76746,128.31279,
2020-07-01,5775.92748,,2640.85394,1843.295,792.58992,1016.64499,38909.31359,5398.51216,30344.00804,1669.6785,9899.841,7721.06619,1095.29893,18056.94032,27355.46403,6409.59579,4894.14296,1482.88467,452.28546,594.95976,,,
2020-04-01,5836.35554,,2669.34546,1935.1289,,1016.96214,40041.11832,5544.97823,31858.82524,1961.65292,10054.07512,7298.40294,1324.9271,17242.44822,31696.42422,4386.51265,5073.24684,1327.17818,595.47121,588.60468,304.37753,,
2021-07-01,3696.22154,5443.24141,2560.39748,1050.89448,625.78297,612.1253,34435.16572,1707.47633,28934.69788,20067.13346,6188.92476,6522.91661,443.25797,7707.59773,4862.27729,,4553.25892,1443.11752,,,,,10478.76779
2021-06-01,3722.28827,5504.79164,2568.59486,1062.66825,640.00995,646.51542,34751.41088,3269.49246,30258.61031,18264.36601,6191.93298,6700.87942,505.45353,8358.69143,16501.79878,,4664.84591,1486.15705,,,,,10478.77248
2021-04-01,3755.44341,5569.04531,2582.06257,1385.99817,667.82208,713.99504,37103.31722,4306.31621,30602.47804,16046.63362,6191.93298,6625.23202,627.67578,9291.78632,18611.97486,,4786.66915,1458.17407,,,,,10478.76994
2021-05-01,3739.68943,5548.76957,2573.86519,1072.69373,653.60861,679.96493,37110.12873,4332.48261,30605.76794,27903.66885,6188.92476,7018.84967,567.02906,8819.63495,17523.8501,,4749.09737,1483.59,,,,,10478.76523
2021-09-01,3139.47025,5927.17421,2545.13507,1041.06094,598.3019,544.93019,29718.09684,1616.90442,27940.85087,20024.53682,6191.93298,6277.64287,,6797.19171,4732.06984,,4357.1763,1461.93152,,,,,10478.78239
2021-10-01,2857.77594,5868.74646,2540.08552,1030.78311,584.10194,510.78119,28079.77875,1613.0755,27140.94093,20102.82899,6188.92476,6027.95399,,6304.4983,3874.2779,,4271.22272,1454.08606,,,,,10478.77778
2021-11-01,2584.33697,5820.682,2534.81519,893.75782,570.37906,477.03368,28287.94869,1611.51852,26113.74483,20175.1446,6191.93298,5769.61554,,6974.32904,3800.20413,,4225.83906,1451.10849,,,,,10567.75938
2021-08-01,3408.60336,5923.92215,2555.12715,1041.05249,612.20458,578.73923,33877.0583,1703.79942,28326.48377,19998.00484,6191.93298,6316.6796,,7255.91839,4734.41385,,4446.48202,1434.57921,,,,,10478.77506
2021-03-01,4484.31573,5570.59672,2584.18508,1567.6587,680.73161,746.63909,36675.15732,4266.63957,30701.19552,12757.32162,6182.90833,6968.80587,685.63507,9743.63845,19217.40471,2970.11452,4878.24818,1454.62003,,,,,10559.12655
2021-12-01,1541.67137,6012.48896,2513.39691,645.33638,556.34449,443.02448,28516.38354,1676.96197,26782.64313,20515.61914,6188.92476,5500.29708,,7010.47118,3671.14894,,4204.81455,1474.74567,,,,,10478.78055
2021-02-01,4791.97798,5617.41334,2595.08872,1582.72291,695.64096,781.79573,37101.85055,4259.33493,31105.6866,12882.45304,6191.93298,7001.08142,750.88941,10225.42187,20518.59459,2978.82155,5031.42196,1455.11123,,,,,10567.75532
2022-02-01,6073.08092,6288.29947,14555.76375,452.07879,530.18158,1908.87709,29842.41482,1806.02882,28074.56708,21623.89889,6191.93298,5496.65884,,5424.26344,3569.66534,,,1218.81102,,,,,10478.79538
2022-03-01,6089.47866,6419.5914,17785.27839,460.1395,510.95725,2378.71721,22901.23437,1849.21774,35653.16741,21441.98157,6182.90833,5510.19654,,5091.05869,3543.41786,,,1233.40904,,896.24462,,,10559.13306
2022-01-01,1542.42483,,14307.83732,428.2571,543.38346,409.16323,27791.11552,1697.47656,26745.29924,21656.61106,6191.93298,5390.75426,,6071.24749,3671.00231,,,1425.17404,,,,,10567.76219
2022-08-01,6142.31673,8065.6505,11699.99789,464.29657,,2393.0681,25251.74029,2283.3496,37631.53964,18180.04365,7466.93207,5674.74553,,3306.54143,3313.53546,,,1194.81484,,907.2538,,,10567.7561
2022-09-01,6133.11548,8072.5115,11693.15364,437.29274,,2540.46628,25218.75325,2301.27735,35399.6114,17900.28332,7483.74235,5471.13863,,2940.33607,3251.29573,,,1153.78747,,920.81152,,,10478.78925
2022-10-01,5933.57504,8077.22776,11680.90928,429.72583,,2530.78861,3029.58032,2318.62696,34922.07117,5497.39752,7497.19914,5239.47199,,2574.06109,11912.50814,,,1110.38777,,933.90433,,,
2022-06-01,6102.36322,6484.3246,17800.35594,927.8324,,2324.39676,24631.80382,1894.02512,32503.39266,18016.4119,7436.34122,5043.53296,,4246.31211,3503.8577,,,1269.53413,,918.07442,,,10478.77915
2022-07-01,6072.76875,6532.74408,17790.80684,463.6701,,2240.37722,24768.72655,1908.6362,31368.97048,17920.18434,7447.09935,4826.94543,,3672.33004,3372.07859,,,1230.04783,,931.24063,,,10478.77452
