Date,00,01,03,05,06,10,11,13,14,16,18,19,20,22,23,24,25,26,27,28,30,31,32,33,35,38,41,42,43,45,46,47,49,52,53,55,56,58,61,62,63,64,66,68,69,70,71,73,74,75,77,78,79,81,82,85,86,88,90,91,93,95,96,37,72,02,08,80,15,17,59,65,51,94
2020-11-01,171863.86822,10908.10431,92247.21381,178892.289,148110.63497,4074971.77405,531034.08489,0.00418,0.43322,0.50942,0.05365,442309.73801,1871606.01276,1310931.10829,1570926.57169,367339.0791,318449.9328,172597.67121,3347593.26484,4052214.44549,3660823.73232,0.40448,0.0551,138979.475,3639537.4369,0.05075,1.98107,10260.22011,63676.02406,2760.6777,843374.92973,225399.97627,10157497.52362,1239711.91978,0.12278,1.43762,12.08867,0.0501,762588.0435,4.83641,8.51298,647655.85324,0.74287,3832898.71914,5.22347,2.31838,1.02781,2.46783,0.40802,0.06004,907857.71734,0.42841,0.72199,1.36775,2.24889,2.28912,2.67533,0.09369,4.5145,0.11526,338204.91406,0.98404,5.19773,,,,,,,,,,,
2020-08-01,113231.1285,11574.02215,88297.42679,170566.11002,142636.53053,4526087.9794,517085.20393,0.0201,0.48222,0.47484,0.05541,421423.51266,1886698.77463,1258384.62872,1504629.8319,350314.7327,465588.86447,165951.23238,2959298.95841,3902228.47802,3514252.55898,0.33113,0.065,369544.65816,3565620.49732,,2.06414,10869.38668,60905.72633,2835.12765,2414917.21782,229029.56062,9790041.9426,1397607.06428,0.16713,1.30033,11.69784,,750705.77371,4.919,7.75109,671.79742,0.72138,3930416.49114,4.46517,2.03393,0.43379,2.6328,0.40702,0.05276,877455.52336,0.31608,0.66016,1.13392,2.3111,1.70108,2.70459,0.02986,3.50304,0.1098,324220.72025,1.03333,4.32196,0.02069,0.00514,,,,,,,,,
2020-09-01,112972.34784,11156.85545,88337.26485,170452.02487,142028.4558,4542411.39796,513071.48973,0.03674,0.43864,0.48656,0.05269,421387.0113,1878716.56807,1254651.56027,1501835.48289,350318.84539,464631.86942,167834.15201,3197364.32078,3894421.01754,3506118.91496,0.30452,0.0681,131828.31505,3596638.20929,,2.02878,10940.54306,60798.92434,2807.96775,2405130.94378,228805.54437,9772779.5196,1369608.56376,0.11258,1.82837,14.73723,,750615.86449,4.85098,8.00137,681.49667,0.68257,3884858.21936,4.84081,2.13922,0.8833,2.81915,0.63013,0.63911,870869.82946,0.32053,1.33885,1.22846,2.02502,1.82599,3.56026,0.12902,3.91121,0.11164,322852.4371,1.3055,4.96845,0.01417,,0.03699,0.03603,,,,,,,
2020-10-01,115858.88397,10919.27156,91248.53218,176766.38027,146781.82742,4011050.98427,528431.0407,0.03552,0.51703,0.5167,0.05316,437025.0498,1855452.39796,1298268.35683,1554803.89658,362959.22659,450170.35384,170785.63389,3308693.84574,4019115.13127,3623127.48454,0.36568,0.0521,137016.76695,3630300.36007,,1.9018,10189.06384,62986.08236,2753.83879,1912005.88835,224572.08194,10082999.09876,1251421.91892,0.21701,1.40285,13.53647,0.1,762850.77445,5.01101,8.65826,693.27509,0.923,3928958.22731,5.07549,2.01399,0.56179,2.56636,0.49478,0.07264,897924.51599,0.41894,0.70057,1.3177,2.41525,2.27611,2.82728,0.12506,4.32956,0.11342,334912.26161,1.0714,4.75203,,0.01111,,,0.07497,,,,,,
2020-02-01,102721.9818,11538.38623,75791.8198,146975.83295,151489.41145,4171742.39653,465328.69341,,0.79444,0.3776,0.04933,361919.8343,1665080.98078,1099071.45393,1312124.91332,610059.0383,410323.39564,135495.31242,2568793.20064,3313782.0439,3058889.89195,0.53479,9753.87392,339417.05099,2930407.46587,,609.09416,10451.57456,52933.45975,2843.87975,2403451.74924,798524.54651,9049428.06753,1266335.10983,,0.0041,6.49661,,822300.54653,4.95888,4.93972,,0.69994,4407705.81919,3.34555,1.65206,0.86491,2.79828,0.402,,768050.76466,0.43807,0.716,1.25474,1.83708,0.36741,0.63615,0.04276,1.45817,0.099,4.0879,0.73698,2.80755,0.00784,0.0006,0.0961,,,0.747,,,,,
2020-12-01,172403.66769,10888.11054,93160.60601,180295.69083,141604.0647,4097545.76366,531590.54627,,0.43326,0.42716,0.05412,445807.28557,1880437.81868,1317816.28588,1580411.24241,370337.09761,320831.47244,176961.13443,3373909.7352,4078674.84551,3683895.84687,0.31821,0.22658,140372.55248,3703038.93084,0.15705,477.25654,10329.08123,64111.38291,2901.46371,849151.89111,225849.79024,10192886.6228,1215746.27135,0.12805,1.56046,13.96808,,661221.10969,4.96574,8.56384,709.63246,0.89567,3845466.38679,6.0493,2.05527,1.00844,2.58708,0.55988,0.06252,911996.55533,0.3336,0.74388,1.37616,2.15634,2.90517,3.23113,0.12614,5.21751,0.11704,340105.44186,1.13872,4.88781,,,,,,,,,,,
2020-03-01,101997.77269,11712.55357,75107.02616,145889.21928,143497.98488,4122282.03251,458632.48362,,0.82388,0.51949,0.04979,359483.1836,1647496.52306,1088673.20774,1297621.80608,413426.74744,407929.27367,133524.54822,2541498.04424,3281871.56267,3030859.81859,0.33482,9753.93445,338100.66098,2870447.97221,,607.79501,10518.29419,52432.74539,2709.73231,2259790.84769,789650.40959,8900011.00498,1223759.61934,,0.06799,7.36395,0.0088,750594.22076,5.55141,5.52867,,1.08767,4359114.85459,3.39072,2.28938,1.37088,3.13158,0.89365,0.04044,756673.45511,0.37311,0.4804,1.0747,2.40672,0.77475,1.08793,0.10033,1.72603,0.10072,4.29573,0.68165,3.50049,,0.51173,0.11386,,,0.08365,0.5,,,,
2020-06-01,110097.59331,11794.77539,83890.80208,163391.65103,152155.31159,4420998.36369,502419.27206,,0.62984,0.35558,0.05124,403224.53268,1820952.44206,1211025.17933,1446549.11867,334542.22512,448710.96577,149383.74399,2835125.24275,3748436.58954,3377661.54011,1.05644,9754.05224,359192.15998,3182783.47916,,607.76215,10729.42249,58470.63272,2825.94819,3007634.06457,270050.76456,9577009.25549,1324708.60639,0.0966,0.87172,12.06252,0.07387,750882.56475,4.51629,6.81803,358.14345,0.72277,3786634.41747,3.24882,1.93329,0.56524,2.21279,0.64236,0.04772,844336.42681,0.30732,0.62693,1.08242,2.48897,0.92217,1.99996,0.09891,2.72764,0.10618,309590.444,0.7342,3.051,,0.01141,0.05,,,,,,,,
2020-07-01,161610.2557,11947.48223,83966.15531,163234.00412,151403.13142,4407133.39697,498428.80906,,0.54238,0.46312,0.05171,403069.46971,1812826.5475,1207099.52978,1444827.61674,334518.82405,448694.74106,151856.39428,2832644.42937,3741035.568,3368888.82828,0.29518,9754.07564,361188.50818,3248992.83556,,607.26953,10798.23029,58351.36168,2878.01859,2993515.05879,269815.36449,9449776.39423,1322425.11069,0.10204,1.17162,10.61359,,750432.00956,4.70746,7.33085,663.80597,0.51889,3769575.30462,3.49919,1.93617,0.313,2.08884,0.35664,0.05028,842624.1187,0.31163,0.54301,1.26353,1.94772,1.79855,2.29146,0.02862,3.10913,0.10796,309781.98172,0.79645,3.24928,,,,,,,,,,,
