Date,01,08,10,18,25,28,29,35,41,42,43,46,49,52,64,68,74,77,38,81,86,79,16,47,95,24,72,56,22,80,45,30,88,00,66,62,63,84
2021-12-01,10312.8625,,0.05069,27289.96016,96754.53743,7323.35851,,66872.59861,24476.89846,,25089.82882,15025.73834,1777.69711,100.26651,102911.80694,16270.01583,,63898.15126,477.05716,504.68493,,,,,,55889.3835,8955.96819,,,,,,,,,,,
2021-02-01,10131.75884,2454.96877,10129.52509,25371.06317,75083.53405,5043.47972,,84421.8742,10730.80822,32069.39827,8225.1472,46210.96529,2357.28389,44437.03268,78063.23545,51673.10897,,73901.17018,653.46355,510.35616,,,,,,41730.31609,,810.0794,,,,,,,,,,
2022-12-01,8694.04807,,,33300.07008,75499.53817,7390.14405,,76592.1856,2743.55068,1.75896,27323.39577,9444.93082,,,82125.98765,49280.09027,,65278.49933,,1309.08493,,,,,,73338.73191,8384.62156,,3018.19984,63.02422,,,,,,,,
2022-02-01,8279.05773,,,28358.15474,98526.12317,7404.91606,,70551.71559,18120.80955,,25547.50653,9280.54754,,,92290.60483,45337.08629,,61770.262,,459.01972,,,,,,57244.429,8780.75471,,,,,,,,,,,
2022-03-01,8299.07323,,,29254.16564,99354.99995,7354.5387,,71671.83929,2781.64384,4438.64469,22936.4988,10575.14968,,,94150.30694,44648.34281,,62312.8643,,304.83288,,,,,,56999.19675,8678.74031,,2767.04296,,0.82164,,,,,,,
2022-11-01,8577.54422,,,30984.66181,80656.64723,7493.67588,,77750.39763,4903.8096,14.61039,27074.32927,9428.48551,,,92488.02613,62270.55049,,62716.96153,,1309.72109,,,,,,73775.71532,8488.70852,,3011.53165,78.19582,,,,,,,,
2022-01-01,8247.75997,,,26665.93675,97587.96147,2318.45549,,67049.0259,20083.92592,,25115.29352,8905.29401,1087.63533,99.8616,93641.41804,16203.2508,,62863.585,,810.01096,,,,,,55347.68002,8870.38761,,,,,,,,,,,
2022-08-01,8322.3136,,,32483.12209,95883.89292,7443.82627,,89124.35526,4430.31315,2756.73253,26387.88859,9028.74363,,,79623.64703,49969.08603,,59892.33703,,406.70684,,,,,,70880.95834,8606.49576,,2791.80556,114.26152,,,,,,,,
2022-09-01,8441.88176,,,32199.28304,87970.62991,7380.44704,,87115.70095,2785.03424,3001.23288,26669.67878,9094.69808,,,75581.23353,49624.99641,,57454.03549,,1306.16547,,,,,,70512.67158,8516.39928,,2791.80556,98.96883,,,,,,,,
2022-10-01,8557.59288,,,30251.49634,87847.48633,7413.77905,,81924.11531,2792.31507,,26862.36522,9315.48402,,,73088.60681,62261.48739,,61294.64484,,1309.08493,,,,,,70129.06696,8574.49721,,,83.79006,,,,,,,,
2022-06-01,8679.65636,,,27801.54696,104280.76283,7371.18953,,71302.75216,7102.80481,30.65441,23729.74958,10539.78089,,,87036.94523,45676.93277,,61824.56711,,304.5863,,,,,,58951.85179,8814.60672,,2791.80556,198.6411,,,,,,,,
2022-07-01,8202.74543,,,26182.49401,100709.55016,7404.2332,,71192.8494,6999.76806,5274.54213,23988.41814,10558.13853,,,86821.66138,45663.85103,,60571.31336,,455.81918,,,,,,56985.61971,8691.87459,,2790.52377,159.59594,,,,,,,,
2023-04-01,8596.98779,,,33266.29733,71201.62978,2365.93008,,70742.16734,2663.66164,1523.77878,17133.3658,12507.47487,,,61847.20433,54974.63301,,67712.16784,,1143.0,,,,,,67201.10034,8145.63301,,,22.22331,,,,,,,,
2023-05-01,8684.68074,,,34401.43995,68777.15563,2400.42536,,69923.53754,2642.32603,,17307.15649,10535.72339,,,61267.85255,64081.19811,,67230.03399,,1015.41096,,,,,,66082.6296,8032.43634,,2079.29241,,,,,,,,,
2023-07-01,8054.91528,,,32294.47801,68756.77755,2377.33401,,64602.76673,2601.80822,,17706.78532,12375.34021,,,51485.06948,72081.33906,,68920.68465,,761.89726,,,,,,63872.42342,7811.90968,,,,,59917.46692,,,,,,
2023-06-01,8151.05058,,,33643.25387,68781.2328,2338.31383,,68040.49453,2623.1274,3886.65869,17510.8675,12320.32362,,,55065.40861,67138.0053,,66361.1916,,888.56164,,,,,,64992.3569,7926.17682,,1392.79545,,,50074.34744,,,,,,
2023-03-01,8545.37177,,,33714.47597,74992.31787,2326.05233,,70792.60422,2680.62466,4.94885,16913.44166,9381.43158,,,66366.26066,45960.31068,,63903.43116,,1263.63561,,,,,,68258.13621,8243.99709,,193.1794,32.74103,,,,,,,,
2023-02-01,8650.15475,,,34845.55162,75205.23775,2392.40024,,75158.0207,2704.16301,1.44509,16749.46478,9211.5608,,,73202.56415,47108.6715,,65246.00073,,913.75891,,,,,,68671.80825,8274.21212,,264.15071,42.85899,,,0.0129,,,,,
2023-12-01,6940.01961,,,31699.10685,68188.22028,1530.02333,,50530.51632,2118.73699,4682.29026,15546.26523,13205.58272,,,128161.86481,79607.10431,,66251.73034,,467.18026,,,,,,67370.41404,7132.89435,,2899.64824,,89.40452,27797.45923,,20001.13398,10.0,,,
2023-09-01,7305.80675,,,32858.92361,68750.65938,1946.48128,,59123.43157,2564.30822,1077.85073,16858.89755,17238.38095,,,95439.72243,71963.4969,,65863.14776,,508.19864,,,,,,60208.45265,7596.2855,,3020.09548,,,69684.33183,,19861.35598,,,,
2023-10-01,7224.55648,,,29962.59376,68555.13918,1976.61157,,56723.25444,2541.08493,620.92055,16918.67288,17692.62194,,,96926.50237,81962.55782,,66759.807,,507.39725,,,,,,57986.34156,7482.67873,,,,,29650.60562,,19942.16162,,,,
2023-01-01,8614.76129,,,33102.58486,75348.18218,2354.49851,,76615.80014,2724.42603,,16559.24169,9146.27128,,,82589.45865,48219.68197,,64597.80645,,916.1852,,,,,,69039.68837,8289.06399,,3018.19984,52.94752,,,,,,,,
2023-11-01,7050.29219,,,29589.22336,68385.65609,2006.33846,,53367.56628,2331.51731,16.07323,15990.98138,16121.11385,,,108230.10424,81763.19028,,68555.18807,,507.64382,,,,,,55482.60521,7376.76476,,1294.66474,,,28742.63992,,19914.99636,,,,
2023-08-01,7880.28167,,,33636.59921,68760.85472,2413.38549,,62150.25226,2582.63425,1513.15516,17282.57207,9437.48415,,,47409.55545,72055.31005,,67193.62745,,635.17124,,,,,,62049.47871,7706.35876,,2606.20609,,,67532.79821,,19747.044,,,,
2024-06-01,3580.69658,,,30330.93406,1311.86745,,,68608.59794,865.09823,7211.58404,14036.4677,8426.47755,,,118209.71223,88048.30455,,25105.71747,,1311.93443,,,,,,61815.94065,5685.82898,,2220.51598,,197.89452,22254.07268,,22826.37598,10.0,66.0,1001.47541,450.73
2024-05-01,3790.17188,,,29918.79715,66124.87447,1012.64624,,74013.51344,1076.32565,4159.09494,13887.16649,8264.1672,,,119165.8931,89144.45441,,25679.93834,,1321.31147,,,,,,64004.36514,5923.04036,,2989.48282,,197.89452,23166.02011,,22264.49799,10.0,66.0,,450.73
2024-04-01,4003.54216,,,30339.68487,66792.2877,1001.42066,,76672.11523,1288.66748,6750.8887,13940.42341,11145.52175,,,122292.79073,89147.67953,,26676.18869,,1322.02186,,,,,,65847.66948,6166.7143,,,,197.89452,24106.53189,,21924.43471,10.0,66.0,,450.73
2024-01-01,6559.08678,,,31483.76067,68018.62375,1552.01791,,84905.44745,1924.13373,6697.03926,15102.38141,13563.15747,,,117753.30113,88554.52772,,30025.33041,,1011.50685,,,,,,67496.21901,6893.41447,,,,89.40452,26888.9411,,20972.66546,10.0,66.0,,450.73
2024-02-01,6381.91972,,,30237.27006,67736.87112,1574.44847,,82068.83997,1712.06527,6703.24417,14655.01585,13564.97753,,,108268.59106,88861.79427,,28809.52036,,1317.9235,,,,,,66853.95581,6652.02179,,2043.47105,,89.40452,25958.99109,,21000.82259,10.0,66.0,,450.73
2024-03-01,6359.32162,,,29971.7956,67429.17151,989.98194,,80818.8464,1499.03766,6651.60264,14179.27796,9661.17071,,,106060.42388,88635.78099,,28521.13155,,1320.60109,,,,,,66793.90572,6401.3586,,1987.28161,,197.65452,25003.05457,,21268.61346,10.0,66.0,,450.73
