Date,01,02,03,10,11,13,14,15,16,17,18,20,22,23,24,25,26,27,28,31,32,33,35,36,41,42,43,45,46,47,49,52,53,55,56,58,61,62,63,66,68,70,71,73,77,78,79,81,82,85,86,87,90,93,95,96,69,74,64,05,09,38,80,84,88,75,29,59,72
2020-11-01,362876.45126,1707.59581,1304.90735,102405.67886,7800.17268,3313.04739,74994.92968,968.25413,103984.48764,49413.80891,10505.15705,19218.17332,37208.68224,39081.3493,17493.11563,25386.35916,38505.7315,1799.99738,9120.26242,8804.79286,18145.95999,1610.44189,59088.49523,124.59104,16067.77779,710.44911,38156.40076,83105.65002,570542.2254,249745.44799,145419.83027,11330.91608,20232.24397,45644.94241,105527.47062,6141.93681,268.07159,2964.83526,1111.67617,660.54737,178152.25357,102.44137,837.42001,3008.35533,9020.90498,302.44689,10202.20758,3264.89177,8753.05886,2801.67958,51135.03542,136.1202,461.78969,536.96119,4633.43661,9914.0498,,,,,,,,,,,,,
2020-08-01,297100.61258,2467.98917,1665.08096,84481.49698,9647.54604,3506.07629,22725.6676,968.17783,88417.05672,47943.92011,4051.12564,15674.88742,30826.03533,32833.54716,18157.44031,23515.12344,32223.08423,1892.45116,10120.22746,8263.59064,16663.70767,1753.4655,76312.03816,1430.47505,13966.1923,547.5756,40090.38989,73625.71672,527322.26768,234853.44173,133530.238,1328.37649,22219.49912,44559.38376,80759.73634,6135.79848,416.92847,2499.35164,1737.81491,674.30941,175887.27413,102.93033,624.79581,3883.96896,8244.8434,316.22551,8935.40036,3306.92948,8975.33272,2721.58603,32356.99778,142.99811,460.61853,533.02659,4810.16583,6312.70489,1269.5386,,,,,,,,,,,,
2020-09-01,292884.56971,2355.11629,1523.36584,101186.34831,8437.74281,3443.24659,22276.95591,975.11395,95956.72763,48998.58951,9724.53246,15206.67062,30462.54358,31214.20418,18105.96343,26576.2795,34433.4702,1869.76701,9764.35515,8398.28152,17696.71639,1672.61828,67165.73733,1433.92851,11703.56774,654.30059,41171.60966,74217.37754,546789.64171,237066.60663,133890.13049,1736.52519,21169.91911,42674.88854,87913.61604,6047.26538,368.29425,2473.88607,1200.59482,664.433,181007.72639,102.91952,597.8848,3658.41976,8179.73573,314.26083,9034.89116,3227.6882,8866.60851,2609.81782,33168.87696,143.11442,469.97871,543.25298,4777.12061,5961.24277,,,,,,,,,,,,,
2020-10-01,312418.17985,1966.07616,1518.74144,105259.45121,8067.82716,3396.76192,21893.97299,982.41013,104347.78955,50165.64811,9799.29358,15833.3899,32866.08066,39394.66171,17882.63747,26550.93676,35079.45822,1832.13542,9353.38377,8181.93389,18480.8571,1591.25421,59773.2874,1053.31155,15819.54721,332.51164,41308.42245,71082.4638,569899.17827,239598.64053,137833.90415,1414.90453,20901.37964,43431.91857,99073.3819,7808.42431,318.55462,2458.64555,1167.64324,672.66964,173961.56522,99.71025,870.57074,2755.60511,9093.1693,323.93949,10130.93468,3228.5993,8899.98981,2733.75559,34466.07887,143.05749,452.79314,546.89688,4739.29362,10553.63583,,,,,,,,,,,,,
2020-12-01,398675.38103,2538.12355,1086.81769,101825.44824,7322.46033,3222.75056,74212.99395,952.57429,109586.78219,49588.71088,10398.43339,18486.09216,37281.98331,37019.41728,17918.54129,26323.83587,40442.70765,1778.34892,9092.93237,8356.21276,18989.17629,2324.64995,58418.17834,1074.14496,15201.77845,261.47803,40659.26246,81019.06136,599155.97104,262823.06039,152730.2018,11341.5883,19341.06516,61334.96403,112505.7785,6229.9574,216.50971,2914.42157,1543.78171,648.52817,201447.34921,99.1714,632.01906,2706.37748,9517.25473,305.36688,10696.26522,3234.62132,8610.1256,2743.51544,48887.23311,136.07573,470.51244,534.1186,4522.26558,9751.89023,496.75502,123.92984,,,,,,,,,,,
2020-03-01,218075.3578,1519.36507,1803.22574,73662.53281,12561.09588,2153.05919,21262.27165,902.68891,77206.57552,47465.04907,1919.71437,25727.74811,28822.2402,34672.66361,17043.91037,6025.19515,21965.3369,2349.05384,10051.32195,10253.07364,14325.09455,1695.81312,73718.06052,874.03067,15380.97877,1970.77046,45221.79804,35742.684,448866.99206,198597.61548,107620.7867,1507.03844,20054.03022,25739.47893,61735.2717,5318.34902,647.55063,2273.96112,2017.26786,634.12142,150611.26723,102.75495,709.82396,4260.08672,5696.95874,306.82388,7543.88064,3344.17566,8287.91846,2510.74718,28664.23333,146.48743,900.59053,233.13211,5082.41747,4942.23375,1295.45998,1930.22886,2006.12669,,,,,,,,,,
2020-07-01,298555.57785,1989.7552,1859.9691,78923.57413,10012.4546,2032.93123,23703.61649,959.30609,79824.44003,44482.26448,3855.53322,15768.59967,29549.9045,31080.7932,17780.58346,18755.97804,29541.99308,1929.84001,9580.24109,7791.47159,15576.97545,1761.74796,79041.14418,533.97692,13621.02892,870.30315,38085.67573,46278.12011,511650.35326,203102.50895,112580.26305,1883.11609,21417.82128,42862.70189,79231.92455,6186.98398,464.66553,2437.6681,1791.00064,684.88244,168412.17502,99.64139,651.02237,4062.81093,8185.10182,304.144,8411.69781,3441.1588,8644.10054,2478.53494,30362.96776,142.62962,451.25055,258.43676,4841.63931,6364.37815,1297.6931,,1919.01576,,,,,,,,,,
2020-04-01,248556.86389,1480.51444,1782.71317,87637.91337,14336.30614,2615.91824,23227.32636,898.9584,83421.8401,48770.84127,1695.98376,27909.86282,32560.46277,38655.24653,19241.15474,6895.34276,34244.37547,2331.82983,10306.47113,10407.07181,16242.34088,2114.34318,80777.16105,1066.39137,12221.67996,1930.44208,44651.33484,38617.94501,526796.72451,209844.8601,111959.47647,1465.4242,22516.5476,27831.99118,64909.89265,6289.03617,603.25067,2542.52118,1991.00569,646.38741,155259.36489,102.84721,694.66352,4435.61206,5775.4739,317.37753,8344.1627,3656.30462,9251.55773,2501.8492,31553.02426,142.20625,844.47109,238.9733,4979.79523,4898.78437,1271.97381,2235.0084,1984.94278,,,,,,,,,,
2021-07-01,630733.21751,5008.36655,822.04776,174690.33937,9078.53635,7146.99151,80404.06131,835.57772,126555.56584,57497.7169,12120.50178,29818.1845,33587.44579,58032.69849,51795.76978,24012.49728,44520.24584,2058.11871,11132.96797,18935.51119,17558.75236,10866.47844,58579.81322,1106.69172,53063.44492,1002.34807,35455.2705,98498.91162,806828.75849,327191.00156,208504.67849,5252.7336,,65523.76193,131734.78134,5097.31418,371.28291,14128.05869,2340.2205,2454.7113,183153.5963,3114.57412,5455.32095,5051.99039,23838.42876,700.28229,9374.27914,2580.93902,7335.31451,2368.12806,68038.13952,,485.02965,3505.69862,3890.72512,9747.31323,2904.08548,920.50947,,869.69563,1809.28851,386.80183,387.12121,1158.32157,539.83289,,,,
