Date,01,09,10,13,15,17,19,20,22,23,24,25,26,27,28,29,33,35,38,41,42,43,45,46,47,49,50,52,53,55,56,64,68,77,86,96,14,16,18,70,93,59,63,71,62,11,30,32,02,08,74,66,69,79,21,31,78
2020-11-01,141560.06316,2462.23246,32985.19182,321.79017,2034.51579,5106.09098,7025.97343,985.59308,22435.96924,68669.16901,78744.54422,25297.7881,0.04552,11482.09627,141.61494,6220.19539,345.05827,36254.95888,3052.73363,26108.08497,69028.60058,3444.26989,2007.65027,414704.75136,8425.70491,19072.98669,0.82677,49858.41871,8135.18665,3012.10788,3338.17162,27623.58374,20890.96494,4338.12946,20692.56578,502.55502,,,,,,,,,,,,,,,,,,,,,
2020-08-01,181488.43149,,47391.07963,,2576.16124,5919.37131,7038.96426,678.73842,23124.89074,42287.86701,71194.43849,52089.27096,155.50396,10065.83341,493.86772,6197.20788,,48323.49359,4534.83145,26112.77998,59955.50111,3249.121,2931.34828,421421.46578,38387.0332,17280.93266,1019.59399,48940.2112,10295.86266,3115.39771,3438.47284,39491.03961,21880.33817,6620.98931,17351.2395,753.34115,139.14817,10327.39262,102.61048,97.20355,301.26229,,,,,,,,,,,,,,,,
2020-09-01,189723.17287,3010.90164,47134.48556,165.08125,2359.4539,5726.32216,21592.75274,937.88897,22779.65564,77577.18715,87447.95851,47175.30481,139.43986,12009.71202,191.48519,6021.77835,,47263.25141,3510.14662,23063.56317,74500.43931,2787.95676,2432.73624,384214.07636,8255.0181,17860.17435,878.19399,46397.95422,9438.05023,3012.08193,3438.47285,38362.69502,21687.58977,5491.6502,21865.54184,669.84298,98.83576,10303.4194,97.24458,,301.2623,,,,,,,,,,,,,,,,
2020-10-01,165258.85211,2734.98024,47241.966,524.06988,2226.47906,5417.02539,17559.4084,979.95808,25262.90861,63174.84133,76837.72141,67922.66313,,11259.48513,147.43725,6018.47818,,43332.99966,3153.65031,19141.48499,72404.2385,3063.06361,2391.81711,398397.70735,3413.62773,19266.20528,652.13115,54302.08324,8903.2805,3010.32753,3436.53815,29320.25779,20483.70728,5137.93501,21555.02888,585.66063,49.87186,10278.59344,100.35806,,,,,,,,,,,,,,,,,,
2020-02-01,86900.18873,,87019.77331,,2703.73238,6057.5081,11550.7103,32402.92596,20807.89629,19645.59323,3003.70209,96502.27372,1464.04415,14665.98308,2736.22796,5545.61601,9.1773,45978.05269,2858.14856,16925.79825,52191.28958,460.84165,1829.69768,316659.01108,30572.64485,31753.10721,1330.99016,34817.03488,9985.28372,525.63744,2009.18033,39633.41675,21656.41316,16010.05465,4975.09978,,,10111.47595,133.7871,3371.24965,,301.26229,20.0,,,,,,,,,,,,,,
2020-12-01,148519.87226,2187.33181,30507.89567,,1832.71336,5013.01475,4517.98986,904.02861,20616.37207,68181.41249,73946.6914,24917.73473,,11481.20563,83.52782,6016.36363,468.71262,52637.51641,4655.49988,23773.6884,55998.85884,7020.84859,2354.45269,436294.22791,8535.86884,19650.00379,310.80819,45618.13715,7327.68895,4407.58943,3035.90062,27086.38678,46563.42617,3481.76822,23151.19627,468.68398,,,,,,,,,,,,,,,,,,,,,
2020-03-01,103791.08954,,72046.09252,119.87059,2653.64737,3305.68027,10029.45604,3801.59511,23925.21404,20526.88165,2206.29506,96777.32298,1303.29002,14284.229,7572.75369,5566.53243,0.18402,43696.87766,4112.22138,13273.1932,55000.0235,1014.38026,1763.90769,346762.98685,10390.35775,23834.01317,1328.80123,40197.17554,9836.6805,1708.79099,2006.55738,35596.71697,21216.19319,20758.07515,4311.44714,,,10079.56558,117.69967,,,300.90164,,,,,,,,,,,,,,,
2020-06-01,193516.92476,,55000.89809,,2880.5695,5576.14717,9496.14705,2794.44263,20531.62898,41672.97788,62370.78349,99919.29464,237.40193,9589.54118,2145.63918,6025.74293,,45642.65071,3971.3126,20983.09912,56588.41121,86.17005,2425.67914,359045.76625,31651.04402,23833.34025,411.22678,51402.48764,10781.19413,3012.12964,3187.66813,27259.44812,15136.11987,7151.49542,16356.55937,816.83532,115.46123,10470.10191,117.165,62.42171,301.26229,,,,,,,,,,,,,,,,
2020-07-01,200394.96778,,57139.10163,,2740.55533,5478.1204,19574.61607,1328.75481,22347.70031,42878.15975,86527.07741,97686.7706,,10002.3665,11487.68803,6132.91843,,52826.72622,4114.72184,18376.10637,60171.88628,1658.03378,2429.60504,348552.57366,22252.76327,19407.38295,1228.01312,50847.57405,10690.2261,3010.54104,3436.54816,27881.39582,23011.23429,6487.86176,10284.78776,836.38398,228.17567,10557.12705,120.74074,62.951,301.08197,,,,,,,,,,,,,,,,
