Date,00,15,16,31,32,35,41,43,45,46,47,49,52,55,56,58,64,68,69,82,10,14,28,30,73,01,33
2020-11-01,1688580.00756,415.96394,167.50856,2761.27678,73.3549,3528.83894,765.23456,10765.67394,4315.50832,12249.63461,3308.87804,13256.47004,49122.70413,18542.23448,78437.37297,1243.51833,136141.74577,107822.83504,2844.03959,615.20675,,,,,,,
2020-08-01,1234202.11176,431.27542,167.50856,2941.35706,111.40638,,1009.32518,12895.89019,4142.57141,13158.59529,3610.54606,19993.42615,48972.29334,17887.94861,21761.97218,1228.91179,133072.92637,104272.3417,2856.57545,1096.95699,17840.22565,8513.48029,92.56474,27350.73346,261.01073,,
2020-09-01,1343252.25623,437.01282,167.50856,2881.36414,98.74719,,1005.75038,12801.80433,4130.37264,12435.13632,3624.94633,17730.96285,48222.97599,18108.30056,23364.12163,1244.81752,132918.62997,103788.72718,2813.56029,1013.26404,17816.41869,8493.66069,92.56474,27505.78208,262.90886,,
2020-10-01,1581124.42245,433.90413,167.50856,2819.91612,85.99882,269878.19328,1040.13851,12737.68863,4273.94919,12374.08474,3294.83908,15557.25542,49274.07128,18380.66516,77240.01639,1239.58665,134531.57008,107204.3148,2858.02898,603.92966,,,,27838.20427,,,
2020-02-01,824879.43924,775.49761,175.1891,3301.55146,187.32972,50254.65509,3193.93892,355.32734,3602.38335,43610.28108,15919.53115,21243.48475,49902.16386,15065.38745,26840.89744,1043.09166,111914.94962,139747.25409,2757.9981,1517.68195,21465.02421,7414.25532,89.52751,,249.86687,1021.06834,54974.89355
2020-12-01,1812431.9913,427.26984,167.50856,2699.96411,63.60209,403039.23489,484.5168,8542.56511,4337.82788,12932.28535,3322.81059,10874.87068,48804.37662,18627.13858,71864.21925,1235.97814,137894.21605,108255.93139,2819.76381,626.33925,,,,,,,
2020-03-01,933053.98631,651.19111,167.50856,3238.34377,174.47029,49501.43748,879.5547,355.42076,3575.37718,29147.06805,16110.65219,19809.89038,47587.70577,14686.93454,27000.43952,1035.40896,110062.70408,133233.88529,2701.48964,1544.2071,21802.82307,7346.36654,90.9256,,251.64254,5.29496,
2020-06-01,1051768.53509,534.6526,167.50856,3061.47826,136.76006,,972.45133,12611.96466,3986.19706,11564.46696,15748.78924,18796.29258,48360.50968,16153.48332,34673.09323,1160.82925,121121.50722,117850.56939,2837.84134,1535.76073,18370.11182,8182.59917,92.56474,3115.08566,257.2757,23.27048,
2020-07-01,1107980.78535,507.96697,167.50856,2999.89487,123.99507,,968.75228,12424.55873,3973.5549,11992.40031,3596.13851,18821.28063,47551.07113,16525.84663,28475.76243,1173.99698,121618.30134,117318.03112,2794.2709,1226.246,17941.44912,8161.23464,92.56474,16180.24491,259.1126,,
2020-05-01,1045311.51394,588.11935,167.50856,3119.91456,149.29428,93.65036,970.61628,12542.49261,3975.95145,11990.22879,15810.81647,18418.48017,49741.4901,16005.43722,34306.14788,1149.64216,118746.93376,117711.65742,2866.92376,1507.57811,18268.50332,8156.96751,92.56474,,255.37757,1516.95355,
2020-04-01,1098175.50234,623.36244,167.50856,3181.4641,162.04498,49568.21607,1005.61668,412.4353,4115.38201,25015.30929,15781.71717,20455.18711,53080.21494,16826.57979,38138.2275,1208.07638,125729.68623,121977.90695,2989.01339,1511.00686,19740.71488,8440.78302,92.42011,,253.54067,,
2021-07-01,2259901.17276,318.49252,167.50856,2616.9968,,,,,4267.09328,8849.92045,3419.86834,27578.60471,,15647.73821,205475.67455,1118.11033,131152.75097,96908.93917,2526.10661,,,,,,,,
2021-06-01,2184602.98387,365.13264,167.50856,2590.35476,,402032.93308,,,4299.62538,9574.02193,3405.99469,29416.02816,,16253.96366,159514.86413,1172.68977,135570.85163,98475.18301,2579.82326,,,,,,,,
