Date,00,01,02,03,08,09,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,37,38,41,42,43,45,46,47,49,52,55,56,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,77,79,80,81,82,84,85,86,88,90,91,93,95,96,36,78,51,75,06,94,87
2020-02-01,692747.50307,1370216.88616,3147.72978,684.96925,138298.38748,1726.79402,578669.17922,159757.44393,1340.80896,57198.47063,2636.50374,101607.84175,7106.69195,16559.64074,768.08333,57478.4169,1178.97659,93662.19292,161554.16907,511055.35388,150944.11019,1573.67163,344969.67374,60635.31438,2654.1798,6051.06984,36473.10624,1264.76306,6399.85065,887853.5265,194.97001,9468.95337,139119.9583,40499.38901,20043.16235,48569.2015,1547875.46032,235162.79108,114385.61265,501721.95059,390291.63165,19574.10361,1321.22603,160.33478,278.54697,358651.48522,6703.6458,1416.24557,829771.41156,892.02198,1941.88648,1117317.26758,3110.70043,607.45979,7323.02458,1065.74617,5105.807,1251.37588,23975.01469,3864.16361,7353.35097,5727.66998,1986.53689,7923.80811,4592.39026,257364.20261,122.78797,1070.01165,713.28497,2132.00725,943.3617,83411.19686,,,,,,,
2020-06-01,655409.40243,1582234.25144,3058.56418,536.48875,91430.4238,1334.45807,324165.17941,139017.61049,1620.83565,56567.9424,4685.72787,112219.59682,4226.47446,17135.06776,580.92947,59562.75795,601.26063,342539.11368,170074.34373,524811.22238,95766.35822,1404.70189,372427.5339,111716.47241,1501.68115,3137.6392,40424.63648,1006.54512,9538.90749,1195724.84682,181.44376,7996.31445,214710.08712,37355.9168,22818.17811,52670.39351,2191779.2285,209376.44013,134202.36451,469004.59754,413318.18223,20008.67999,1231.63283,,242.61784,348834.63519,7431.82924,2442.66326,730152.47059,594.94184,1657.63813,1040273.23953,3486.52323,346.30016,6812.32741,134968.08184,5101.45931,523.05643,150817.2395,4511.21521,14861.29287,6982.36517,1623.27041,8457.30612,3828.04913,286915.00898,198.31653,917.332,2036.1499,1678.17805,811.42192,1838.28684,1557.62041,603.32295,,,,,
2020-05-01,751362.63945,1522909.2973,3247.00298,564.03858,92655.98661,1134.97806,599271.24588,143173.30399,1704.71347,56438.25312,2612.52275,110063.1482,4783.26117,17272.16515,767.5,60100.43017,17237.67453,334366.054,171379.89489,537018.2323,88291.35826,1386.92243,366475.7556,116643.18879,1729.67097,5273.9451,39764.35189,1040.569,9596.54044,1012971.90289,174.135,8250.5828,219742.98032,38066.39961,22022.7514,55503.98452,1931424.76389,211208.65435,135986.29532,510106.15144,414301.65373,20196.58945,1244.39651,,243.04014,350777.30032,7503.73228,2427.9572,748294.40092,596.86254,1744.08819,1052869.02203,3584.82615,370.15489,7559.85571,96592.92334,5034.46843,1201.42303,154908.28953,4499.76328,12109.37289,7104.74515,1873.19296,7663.68408,3428.60428,287699.56276,199.99202,947.42086,2033.67993,1702.03936,853.32994,1640.25395,,,0.00242,,,,
2022-12-01,718640.25413,2354331.78015,2931.97103,1525.70078,9870.27812,6771.76582,569150.71539,263962.3263,2107.3045,61779.01679,1820.1784,174939.67298,2955.18376,1276.01084,,28995.73898,,65396.30323,246926.16961,294962.33271,413486.13376,111.61605,138756.6678,75737.02879,2014.88434,4318.43402,7868.43676,160.75479,9050.50975,1224037.75113,356.2416,5106.38253,237981.58897,30480.06944,32089.89418,25724.21166,2032410.25174,664970.744,84084.01848,361382.92805,584574.77198,7152.06983,6820.613,581.62178,,3015.51631,6637.24086,3236.98162,900943.85425,,2905.36094,938848.65303,2764.03317,761.99024,4475.58507,1308.48467,5052.57515,1479.22664,163183.89169,634.68793,11249.34854,1494.08917,1404.751,4084.45287,2637.25909,58897.97214,12.37024,2.01017,1364.375,1061.63791,1285.19467,2814.68075,,443.48162,,37.61606,,,
2022-11-01,678724.62243,2370179.55765,2903.51712,143.08165,10057.77936,6762.8577,594809.44723,233220.39692,2097.36304,60107.24749,1826.50065,172508.19566,3113.2536,1300.62384,1.05267,29941.17452,,73110.18712,247431.50517,303143.74773,398101.52437,132.47753,136359.67946,75069.19338,2066.26456,16796.11694,9094.28722,221.59406,8964.45587,1158795.72529,368.46671,5382.10208,204485.08728,30634.24565,33144.73121,27503.87313,1842527.53546,634403.23598,90766.58829,357698.3227,584720.20756,7306.73567,7083.27468,568.92257,,3187.06433,6794.42299,3209.47294,901735.61131,,5258.37155,914606.52862,3197.27897,806.44764,4789.13792,1376.12157,5444.78864,2681.7234,158772.22714,1317.15659,10167.92005,1531.9204,44153.29231,2418.52552,2839.52925,58099.20994,12.1788,1.97897,1345.625,24614.24408,1482.39884,2926.56888,2959.54347,493.52072,,46.6662,,,
2023-04-01,729720.21916,1876895.72825,1487.59129,1124.58714,9536.39516,4606.51244,704186.73864,189952.4849,2026.01178,392.49128,1568.71349,165627.34343,2433.63952,4980.0264,,13621.56614,,58065.77847,214963.1059,239012.79338,479284.47351,653.47385,55002.34101,128377.85995,917.2171,3770.82907,4849.47895,10.28602,3518.79055,1270865.3895,305.17163,3653.17724,118537.72615,20878.01331,21676.15823,57381.02298,1897027.78192,685231.85099,80820.54245,332799.63286,267366.88923,4898.95811,234.47131,632.84233,,2237.32928,5303.52353,1904.99686,881625.05826,0.14167,300.45875,1111327.25797,2631.04024,304.9093,2349.89213,1049.75652,3775.68058,1430.37891,140689.40802,497.75976,1415.38439,530.67725,208.47237,924.06559,3762.94967,63249.19195,13.14239,2.10097,1440.0,883.149,1304.78133,2459.20136,,175.78663,,11.56848,,,
2023-05-01,732064.51179,1952342.23676,1395.93048,1090.95849,9160.02208,3311.02403,781173.35901,193244.95551,1989.22955,623.36852,1469.37462,161998.88109,2351.28599,5015.7606,,12992.5961,,58307.32193,221255.48132,246859.86854,485396.27981,604.61015,55947.15657,120984.27359,1664.32924,3024.6671,4638.90609,10.28602,4148.06139,1273430.84205,290.05684,3477.00263,122389.7305,18933.86068,22913.98984,45075.02931,2179818.38821,606568.82315,80035.15477,331006.65517,272935.29336,4614.23685,138.77391,645.08712,,2812.27355,556200.29132,3112.09969,867712.79984,,291.2352,1111540.21102,2420.02543,283.67243,2993.27925,987.36282,3519.72622,1416.90922,141788.64566,454.27198,2313.06755,439.35996,140.77366,687.15384,2196.53985,63101.52059,13.33379,2.13217,1458.75,747.15961,849.20776,2334.13085,,146.8794,,7.58412,,,
2023-07-01,696812.80463,2281124.32841,1178.01446,969.23045,1941.17519,2179.79258,621366.35998,368756.33367,2046.50777,490.71402,1333.17603,144838.46192,1915.02687,4919.70746,,12737.48824,,58696.45106,217697.53238,249263.64678,497462.40694,488.63135,57939.16205,124453.25263,2078.0279,2287.45777,5766.07108,0.30908,6985.15959,1066476.96982,262.68166,2473.95986,147364.34998,14128.51044,28479.85087,58245.58419,2220133.54954,634362.75726,72130.6541,324701.85372,285064.71969,10364.12385,90.4413,1170.59836,,5979.47289,355635.65599,2640.77288,799621.59481,0.33055,272.76089,1185952.11149,2441.38537,930.90103,3074.3039,843.02984,2978.46062,1153.56144,124936.69921,12.25251,3732.82495,240.63152,2240.90488,269.23373,2476.68734,61934.61937,0.2,102.5,1496.875,666.46257,789.1107,2078.29504,,79.09211,,462.24081,1128.81819,0.2,
2023-06-01,692643.56839,2436066.35926,1292.69625,1012.11101,5734.72234,2734.66866,604770.31507,268482.58491,2012.40647,536.46843,1397.56322,155655.85919,1984.40282,4885.9496,,14763.8683,,58295.57522,214876.91108,241828.09648,496422.24405,556.46741,57864.73848,127804.36485,1223.20333,2844.5326,6057.36643,0.82421,7535.00892,1159600.22224,277.91582,2706.88323,143447.81276,16315.18587,26340.53841,51376.06931,2305371.52217,610639.29032,74191.02893,335262.74982,276549.41183,4727.30766,105.33661,1178.41879,,5205.94818,555288.78172,2946.34827,838249.02175,49.19118,281.98174,1167107.54532,2208.59722,217.16336,2558.25466,927.94801,3212.70131,1414.58678,140028.57163,440.28621,2318.54216,319.40301,2351.60352,481.28691,2101.43865,64615.61044,13.53157,2.16441,1478.125,692.67899,821.21351,2231.80581,,98.27626,,4.59549,,,
