Date,00,01,10,11,13,14,16,17,18,22,23,24,25,27,28,33,35,36,38,41,42,43,45,46,47,49,52,55,56,59,62,63,64,68,69,70,73,77,79,80,81,86,94,61,66,65,31,82,02
2020-11-01,22750.64,1340904.10452,47676.14578,147.9587,196.65802,36565.29901,11009.62749,1103.09874,16622.08342,49172.97188,43809.0143,278891.25752,132589.89951,35210.97024,68099.77457,129.60993,169671.07284,52443.81783,19940.59751,141814.7334,82411.16325,99551.83184,388538.56128,1871574.40534,18863.86368,44995.56456,317.9926,4097.07034,28183.67772,200115.90833,2047.35426,120.0,24257.17375,1030663.40149,1555.31708,73296.87497,11563.37261,28557.226,10723.98302,469.92784,23170.41632,394.26467,48.40273,,,,,,
2020-08-01,22153.04,1275787.75013,139280.11708,176.99273,250.98814,36372.10979,10287.9075,2377.49093,15822.11982,32431.39296,41950.31022,319526.72277,126519.11843,37823.1594,65765.28326,289.40511,174639.21897,57527.05026,25030.98112,133385.00835,87112.746,95078.45508,378023.34166,1821800.94715,15542.88402,39677.71142,298.51773,3985.78243,27027.60367,195465.75356,2050.49314,,24520.18692,1006059.8929,1594.3131,71475.11535,10681.20522,29568.24798,10291.89086,250.46008,22330.84611,482.8955,,,,,,,
2020-09-01,21980.72,1252434.96525,48710.35628,167.2914,226.24114,36365.54804,10255.47031,1353.13724,16083.40907,39535.06101,41860.68955,316519.27501,126254.09763,38727.5232,65857.6454,219.7033,217283.71325,62162.2065,24305.98941,134217.16817,85377.4117,94559.38958,379546.35444,1837969.961,15694.76645,40177.31656,204.61267,3956.00508,27201.90296,196116.51133,2015.55675,,24100.26262,1009601.52041,1602.0996,71917.53513,11441.63774,28417.26978,10415.00406,208.57086,22221.86693,483.18493,,3169.1,,,,,
2020-10-01,22639.12,1267333.29204,47550.81088,157.56662,212.28028,36484.00495,10989.99561,1227.78789,16335.89207,49135.98764,43350.48498,298442.50848,131078.66506,37241.84716,67154.66472,209.30092,219583.55889,53179.07235,24448.8091,137940.9917,84216.19489,98198.35673,390061.41269,1870205.41325,18989.59186,44684.72225,202.10506,4075.72388,27833.38119,199032.18599,2056.35428,,92312.92827,1025021.34471,1579.61265,72836.88287,11484.71747,28576.8669,10600.8341,412.26223,23128.31033,439.38352,,,43367.41084,,,,
2020-02-01,19935.68,1324349.66051,417738.81437,379.65648,306.90208,47035.45723,9987.61822,3009.34498,15821.99701,29291.89613,37751.38584,268947.82091,112602.10524,100815.4058,57729.44587,1870.13474,373584.91181,68938.02992,2289.63097,304949.03418,78045.61018,83599.67324,338684.51696,1505896.31976,41766.1003,44298.15711,90614.44635,3704.90134,16864.05328,172690.77446,2344.00247,81256.53088,88741.82097,426549.21813,1713.0921,,11711.82913,27961.80863,8589.22475,51.94393,20095.68626,510.63139,,2500.0,,59912.90349,,,
2020-12-01,22774.48,1381456.59989,47509.80047,138.08493,,36552.56249,11002.24585,893.66616,16879.36867,49832.04462,44092.25188,267678.74946,133611.68956,33124.86701,66421.06203,89.65837,142626.71597,49118.52304,19936.3208,146559.82125,81695.95716,100479.79413,388986.86496,1867525.42342,17836.87646,43970.97717,310.00775,3914.96272,28618.05478,201012.36433,2029.26879,,24777.93837,1085802.61322,1561.61467,75020.79692,11668.38213,28408.95611,10992.98918,198.64849,23231.4545,350.48134,19.34642,,,,,,
2020-03-01,19648.8,1325401.06657,415166.54963,1225.07464,279.92769,46572.35117,9919.8992,2927.93851,15821.87381,28737.85722,37208.13286,264849.23536,111941.12834,65346.23347,57504.83272,1870.27155,367176.49904,66759.35491,2192.13854,301364.47961,76548.82149,82408.52989,337049.42576,1509541.95371,38561.94879,45146.43197,89289.6642,3652.61245,17882.53553,171224.39594,1903.56248,80087.22672,85022.33908,426232.54157,1722.99764,,11799.40151,27956.89993,8356.4304,498.94577,19806.49291,482.37023,,2750.0,,60076.79927,,,
2020-06-01,21524.72,1326276.45288,200260.0515,1105.98834,250.25812,36196.31771,10107.59797,2683.90983,15821.892,31568.14114,40760.4862,297971.44215,122328.48482,38717.04352,62916.70269,289.08168,133208.42125,64965.28943,2677.418,151903.98091,83455.68526,90848.99552,372163.87963,1745277.51555,14700.79118,43204.97357,300.38385,3870.37147,25655.8313,186260.96084,2029.52953,,25396.75375,955321.88174,1663.58867,65028.98464,7486.89256,29002.61177,9416.49531,358.75701,21697.47875,482.34396,,3169.1,,,,,
2020-07-01,21353.76,1255626.77516,135944.80836,186.68166,309.99857,36487.02064,10074.66325,2458.94266,15822.08273,31333.80073,40436.74622,297720.68514,121393.83785,39082.29554,63086.28585,289.23852,140786.94079,67644.47108,7180.19921,151084.0423,82314.73232,90880.1722,370129.03355,1742234.6315,14703.41562,39682.19472,300.40808,3840.78416,25743.99046,185890.37729,1994.95367,,68142.06484,995424.89746,1662.50871,65625.9057,8670.85499,28960.41349,9512.95931,470.2093,21525.14421,482.6114,,3169.1,62027.54332,,,,
