Date,00,01,07,10,20,23,24,25,27,28,29,33,35,42,43,45,46,47,49,52,63,68,70,71,73,93,95
2020-02-01,43714.2672,319305.36509,3132661.97477,3976527.8341,746089.0746,54505.37211,1121434.87792,114450.81933,3793024.17722,2163830.9497,100023.40839,891351.26839,3770147.94769,1273924.50639,5286.9039,479937.65825,10686184.81548,7435.71892,4318.56337,2783.03655,1646.98724,1411737.16207,15813.38252,26376.40338,24800.65986,216531.47424,1658.95351
2020-06-01,47066.56976,331982.415,3397604.51639,4369643.27094,805558.59774,52538.42711,1136527.11238,121667.67471,4245777.7954,2408112.55548,4572.47019,962399.40015,4016034.87831,1273924.50639,4218.76801,248.81586,11445546.1062,7435.71892,4318.56337,2783.03655,1646.98724,1527083.052,15813.38252,27016.75452,24800.65986,240717.16095,1658.95351
2020-05-01,47136.53275,327658.36482,3406215.63973,4361498.10847,807519.65789,50596.34518,1140237.56741,119818.72829,4217483.11605,2395533.4674,98738.91701,964742.27517,3969927.67297,1273924.50639,4218.76801,485713.69444,11459769.65345,7435.71892,4318.56337,2783.03655,1646.98724,1528344.41823,15812.95081,27012.67655,24800.65986,235452.90583,1658.95351
