Date,61,47,64,73,68
2020-11-01,7747.57414,,,,
2020-08-01,7934.04804,114.7424,,,
2020-09-01,2096.68238,114.7424,,,
2020-10-01,2312.251,114.7424,,,
2020-12-01,2803.28452,,,,
2020-03-01,6503.6011,115.93368,160.0,1.0928,
2020-07-01,3273.45759,114.7424,,,
2020-04-01,2327.48575,115.93368,100.0,1.0928,
2021-07-01,1976.98865,,,,
2021-06-01,3103.32808,,,,
2021-04-01,2283.98246,,,,
2021-05-01,12328.22153,,,,
2021-09-01,2459.14211,,,,
2021-10-01,3120.32021,,,,
2021-11-01,8538.93324,,,,
2021-08-01,10356.87264,,,,
2021-03-01,8080.89697,,,,
2021-12-01,2516.89523,,,,
2021-02-01,8849.11321,,,,
2022-02-01,3735.52413,,,,
2022-03-01,5531.63667,,,,
2022-01-01,10807.68738,,,,
2022-08-01,13560.1058,,,,
2022-09-01,8061.33154,,,,
2022-10-01,15341.74505,,,,124.333
2022-06-01,2685.47165,,,,
2022-07-01,15217.39001,,,,
