Date,00,01,03,06,08,10,11,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35,36,38,41,42,43,45,46,47,49,50,51,52,55,58,61,62,64,68,70,71,73,75,77,85,86,96,14,37,56,02,05,07,09,32,65,66,69,72,74,81,82
2020-02-01,471594.23392,2494902.3603,185226.78259,17258.84026,111220.28719,10317005.50758,2521971.83989,399684.97809,5067.23503,200371.27827,213446.10473,1387992.62481,1699.48911,12734592.22726,69051.94862,2726256.86844,4583391.4669,8469611.58451,421512.65641,22621.00993,3376433.39097,2474440.33987,1208798.59847,2397455.31132,168697.96199,25504.82957,12750034.69184,1822.02098,234286.81771,1423961.91325,2196585.28322,28165.62118,328975.34385,12930880.27766,586931.20038,2576989.13415,17049.40936,94493.8101,631794.43378,3585265.09485,3749.73839,419.62914,874.29983,51073.24905,10381402.26786,4579832.79654,814.25954,261.50501,266.2565,69999.21771,45.89053,279911.13908,377.53898,,,,,,,,,,,,,,,
2020-06-01,492345.26092,2668285.52868,185282.78277,,138573.13604,11042725.87867,2552153.56798,369131.03067,5067.23503,213422.93366,218630.97001,1443528.26764,1224.1466,13529949.04079,108829.23214,2869489.18482,3974371.86652,8894482.87473,451322.97137,30254.222,3715746.77572,2514339.49624,1223111.79307,1770153.67223,206733.85376,16158.36941,13465903.34371,,241832.12404,1540311.63677,496606.9687,19393.4872,296405.24396,12347923.99943,286615.79788,2453515.64923,15936.94416,143091.54843,701904.57912,3982859.06611,3870.03195,437.66647,906.84215,43726.34864,11311671.57972,4944600.48184,20759.01477,320.07863,93.11963,74768.13459,,305666.32743,,19633.75246,1864.21933,200.51652,,,,,,,,,,,,
2020-05-01,489542.63134,2729104.10075,185266.54891,,143422.09444,11125338.43603,2534210.55881,380459.22084,5064.3858,218969.61688,219023.6712,1431137.75256,1226.87113,13490570.4299,114121.16885,2866214.27004,4396177.34241,9222060.4379,452040.30896,30203.10713,3682959.74141,2597092.22707,1219392.02133,1835050.9971,208935.41519,22451.75183,13394382.67989,,239899.02314,1532575.04556,493058.3571,20499.10975,296488.39547,12606308.03415,544486.07858,2485127.87862,15944.99082,142784.0269,697706.06056,3955766.81498,3839.21294,433.27082,898.91167,44608.07258,11264508.8692,4955480.83492,20790.4058,42.95781,106.47278,74892.649,,305328.2567,,22881.24008,2002.39284,101.95342,,,,,,,,,,,,
2022-12-01,,6692680.46163,,7248862.89358,174804.95645,11833813.51682,2727096.31094,593291.28386,,57852.44815,241495.83562,31398.39055,,1188542.10554,23441.18166,1229022.00804,1365554.78773,1620107.27732,381549.07462,748.43394,768118.41389,3066282.78923,727482.83781,530355.5143,82260.29454,10344.2721,19637435.72969,37002.80794,49883.74567,1369981.94107,1514521.03117,17407.07458,285245.99936,13061517.43297,2498309.06697,1394298.04591,,808067.93505,1059335.58037,2850772.3444,,360346.2071,4296.01797,117181.07663,8014574.19016,5553351.65348,16716.63397,577.0822,,830276.68337,,214029.41592,,14861.69665,,,2657.03956,384106.29599,283977.00337,657.17298,41934.72471,9274.6897,7574.58816,799.13165,669526.14548,0.6,34824.38981,
2022-11-01,,6784639.15156,18.46992,7262417.57545,174205.72771,11980654.6043,2656639.97303,596256.50664,,59169.54177,234930.3927,33420.26856,,1196140.83057,25187.14607,1227994.54009,1282053.67675,1587764.47721,359233.5223,1394.87883,768246.86231,3054954.30293,727704.56066,522867.45595,84065.63363,10226.62026,19053518.32925,32501.65875,9914.78516,1346967.77277,1858664.19921,18051.49777,281827.74344,13252061.08093,2423575.21733,1431880.67357,,808651.32159,1055197.86696,2832573.16052,,360154.82471,9167.49508,122353.81486,7906778.49699,5537784.63743,20647.57472,5.25249,,844599.63354,,216989.9248,,17309.72832,,,677.06279,382668.20871,286629.17743,2299.07604,47912.04486,9372.19078,7539.0288,812.77079,660343.89069,1.0832,34586.38165,
2023-04-01,,5721746.81771,,7215802.47508,171800.15852,5047665.04151,2498628.83606,590440.38063,,99200.85347,240130.86374,25766.19798,,1201011.57716,24483.14874,1243714.71753,1915697.86888,1676027.17317,373809.11873,,767147.7534,3206393.39747,724669.76531,494815.61273,76423.97591,5848.45291,20003546.52419,45191.15163,37272.81589,1370437.6963,1557629.32992,18601.71025,328526.37249,9405491.84678,2453373.88541,1290882.60845,,974024.32657,1020376.0747,2870196.52566,,374380.90535,27.18973,94261.06706,6899141.99249,5531674.51627,23805.5291,612.41507,,749498.14205,,201697.48678,,12168.97077,,,2371.80781,389984.14275,284523.60977,3.05372,32365.48846,2543.39994,7212.58919,719.2665,660231.06865,0.62,34115.02932,
2023-05-01,,5558007.80109,,7218402.70293,170142.659,5405163.8732,2473029.91201,587910.71048,,92099.35298,246799.33158,24225.61305,21195.45022,1183766.31861,24465.62106,1245856.49963,1736009.78798,1693241.79055,381878.67971,,766150.10094,3228832.32175,724931.02485,487876.02627,74576.21143,5846.62144,19997861.41738,42883.8694,36861.19687,1356943.19455,1572654.14427,11217.45087,331803.71007,9046871.81781,2428066.36129,1245051.56061,,949667.01093,1026860.31823,2869689.55979,,374068.80801,,92520.83316,6919925.80885,5536506.94359,23921.28998,616.92105,,738628.38369,,200680.48543,,12163.5201,,,2051.78011,391461.35698,283388.48092,1.2663,32672.17188,2544.03749,7173.13677,699.8748,669427.62339,0.6,28847.89435,3.14363
2023-07-01,,5223390.93025,,7231396.21838,166275.99968,5475239.18975,2212724.07614,602983.57768,,69768.15539,238931.08237,20003.89404,18681.08406,1182028.2459,24465.79574,1240800.90966,982171.96934,1682403.3624,380373.692,29757.42429,43.8831,2977546.8985,329845.40265,352801.97514,67600.96728,5322.39843,19806811.32146,42752.89709,36521.00254,1226284.63289,1583844.06174,11118.57187,320148.55148,7385502.87121,2373438.32528,1251218.58277,,950090.28969,1048261.45475,2858288.48628,,373428.1059,,129433.14016,6940382.98568,5525375.01019,20568.44515,608.24114,,704135.13832,,198218.36163,,12163.5201,,,1908.93048,394492.28103,280022.39168,1.2663,31523.72626,2546.04517,7005.76138,646.90197,631036.9915,0.6,28448.81002,0.59673
2023-06-01,,5392127.30108,,7228616.9438,167896.39647,5611706.46956,2265101.65655,601875.42642,,74485.93356,236273.59224,21509.50768,19954.06055,1179871.55999,24481.06455,1234988.69784,1552313.44691,1662385.89252,376961.39808,,1029.93767,2992197.68823,333603.0869,479893.79743,70628.74215,9190.57091,19739933.83003,40628.64006,36688.43865,1241372.85976,1578099.80862,11320.64197,327391.19641,8129235.85387,2403095.37255,1218606.21097,,950992.9129,1040243.8098,2870133.33267,,374038.08879,,88854.49067,6937548.66751,5541588.7527,17570.61868,595.67159,,707211.06971,,198939.0604,,12168.97077,,,1940.9953,392998.98101,280216.63423,1.30851,31127.49142,2547.54275,6999.88765,659.98749,627618.53084,0.62,28413.96734,321.90748
