Date,00,01,02,03,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,41,42,43,45,46,47,49,50,51,52,53,55,56,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,77,78,79,80,81,82,84,85,86,87,88,90,91,92,93,94,95,96,97
2020-02-01,37667579.45561,6211284.97614,57444.46584,10042.93655,744.31121,1484.49567,552.19266,10626.52258,404.66208,747790.31956,28480.1694,152.24057,17962.40384,51474.10555,6141.0943,83956.26837,46234.49466,19186.1437,2220.39582,43668.14072,7713.61737,118161.88711,78264.32878,224756.57499,99951.96854,22857.3284,61844.34103,66050.66623,983.56042,240448.12109,62351.57454,9684.80593,52084.08659,143232.38465,17780.74446,1798.43108,221671.38571,331.79889,7990008.5711,51913.82462,4337163.07275,286346.28183,43155189.45005,99185295.4238,923495.88909,1930.21058,1135.83165,5433860.04363,52188.23523,33105.6393,113861.01888,10834.86699,15153.93589,3655.99003,21006.44523,39811.8707,25612.89097,627420.09842,0.00247,1629.98168,12030284.24955,33340.23182,1023310.09225,372761.35808,7395.1153,44890.22771,10372.59079,4090.95409,4803867.97716,4110.05466,44518.80548,17572.07381,521685.1794,29659.68228,163.67682,19298.10468,27951.64494,116.90756,2126.70577,4616.19204,382.65532,0.31169,18090.36133,4021.04013,16217.46367,219939.67259,
2020-06-01,41439571.83194,6867968.69001,48420.17309,10192.07954,751.3078,1396.88109,552.19266,13727.91141,298.5949,699227.60101,16156.4328,143.19066,16764.64016,61484.257,4500.92914,73507.92298,44957.02895,23263.41167,2508.65647,38389.5478,7031.7857,92978.08893,67175.28253,236059.9951,106985.69891,90814.01915,62305.84455,74134.86792,1291.00252,280661.50525,64164.43523,9305.71685,43827.80605,141644.69915,11315.97587,1886.91525,236058.11395,265.97567,8054041.02426,44070.30349,4333666.25508,257936.87599,42880479.87152,99024851.38073,684075.45811,671.73925,1128.6439,5544519.48701,47267.62168,34108.2828,117387.79519,10958.47429,12632.77503,1924.03143,20535.82244,31014.7952,20815.05997,630483.45243,0.00247,1404.6406,12171773.06078,28893.51757,1092814.96885,369950.3618,5778.12813,43157.41622,10810.4103,3861.76745,5022047.82217,3560.78513,56865.43017,16926.05346,633673.25785,29437.54308,48.75629,21951.76175,28447.13393,110.81992,1930.561,3820.42687,886.11075,0.31169,19949.39893,3859.57278,14396.22652,183479.67843,
2020-05-01,41319007.47899,6753589.93395,51850.3688,10350.12823,750.49527,1645.1919,552.19266,13632.01998,316.50461,693312.43595,19057.13607,,17881.19648,61236.95129,5768.7177,75022.03489,47324.45335,24869.63807,2516.13403,38838.21308,6286.24318,103127.0078,68301.62718,239218.62505,113401.99944,94390.38759,63802.41968,84973.91171,1372.27763,286837.29616,70347.3343,9337.71885,44441.93904,138390.8738,13137.74982,1827.31299,234161.6796,256.10758,8067733.7513,56554.83765,4348180.96456,258489.17636,42886949.5386,99165363.61983,717915.68236,707.26317,1128.64428,5519182.03777,48706.96674,34375.4228,125650.74208,12279.38586,13361.01754,2500.81536,21010.31516,33216.65409,21686.51935,630440.8701,0.00247,1427.72443,12140091.98182,29853.45887,1095568.60498,370935.67891,5757.74197,43783.76287,11509.70727,3577.44262,5025714.21859,3687.66256,60652.41158,18149.42776,546886.74482,30881.21236,50.54876,23064.55487,31009.6241,109.78581,2010.26391,3900.18692,882.86481,0.31169,20132.14185,3949.71683,16087.01976,197660.84728,
2022-12-01,15538413.64356,12438504.30634,23675.13767,2478.61338,3254.51617,,,17830.14848,2050.52234,649601.35322,26642.82673,,32474.37713,67497.13272,20932.67314,134890.77672,272806.16852,38106.41743,2177.19872,63108.22929,7899.39682,195495.50914,86572.70562,48782.23846,126325.41056,6608.00498,48016.62019,398262.17394,1201.54177,144634.75216,178423.82281,29565.28536,76345.53854,94924.4545,1196.75058,2656.29217,11790.31606,213.90953,6088321.85538,47217.27468,3247732.14053,592128.68061,33690322.54711,96448618.07258,863738.08646,1902.22134,0.52679,4780351.28327,2653.01362,35846.9166,305389.27012,15637.1706,4357.8635,2482.25798,44220.76354,65795.19555,19028.05465,1.89511,,2720.4667,14586700.67699,41052.3242,18808.70754,389810.35112,4229.3893,58033.627,11487.8053,5563.34987,5161636.74231,2091.93501,13193.30682,18437.16525,119509.54976,30634.28481,269.44085,34301.35322,158852.79889,341.20559,1624.412,5350.43028,176.85481,0.31131,26701.62422,112.00661,29830.91736,250801.52233,276.24627
2022-11-01,15477118.70348,12323524.69814,23734.06565,2617.94782,3265.97786,,,17272.84321,2138.89091,646727.28969,24873.59613,,28627.48335,83912.30568,21616.51188,132171.24624,267359.34646,33310.09945,2228.75607,62533.86518,4530.70373,186128.86539,90328.22767,50959.85672,118899.06796,9816.86412,46567.18057,384949.81861,1318.94229,144031.1889,150797.07444,28374.40051,74493.73294,118591.31309,1298.60992,2754.9511,12579.98397,243.44666,6142116.10914,49339.56139,3258695.70071,607576.01951,33394088.85946,96226109.06207,842004.99676,1902.5908,0.52626,4785982.23679,3169.28429,37530.44939,293646.52486,17127.11487,4529.54232,2587.566,43066.73728,69484.48907,20203.83749,1.89421,,786.66119,14564191.19203,44617.85829,19562.28345,390650.93611,4423.20862,58890.34209,12137.36291,5761.6047,5163093.75127,2234.66785,12826.46308,19642.98532,127952.11401,30554.00236,274.6831,35758.94244,150419.50005,350.3192,1730.96565,5520.75143,183.25811,0.311,27759.98212,109.32149,31502.3031,258184.32565,289.78768
2023-04-01,15804956.55467,10369663.04336,18623.8974,2287.33011,3259.9744,,,17670.17742,1405.48512,846952.30166,23835.04073,,33787.73757,69524.83869,25212.18455,137087.65842,269980.9569,39764.97517,1768.35218,101295.48596,4905.45846,188602.39253,94452.01974,49370.31004,131639.52366,5321.54967,44602.50903,403463.20419,614.62414,140004.03128,192914.9361,27616.9404,68806.84069,110679.85456,620.69532,2184.74175,9987.47228,31.65733,6040127.8205,35916.13032,3204539.58439,647217.12167,33965748.36317,96531345.94005,1013503.35535,,0.52891,4787642.09298,1202.5191,34087.74617,345828.21922,123866.66152,3035.71289,2045.23414,34651.77858,55629.3349,16651.26574,1.89871,151.29968,2337.45113,14637416.08219,36551.68987,15362.3826,391247.46764,4107.93241,50908.58629,7918.47331,4900.24345,5159470.81666,981.98739,9727.19024,14115.46401,107606.04328,28840.55279,249.84373,27193.81748,175692.47214,288.72675,2422.30466,4782.60168,0.55286,0.31255,23573.84895,110.82469,38136.17946,112283.5798,213.5215
2023-05-01,15867206.04467,11026666.82376,19065.24124,2157.19537,3259.47524,,,17326.13817,1287.62838,835303.95221,23487.8542,,32625.79556,70142.59378,24815.69362,137015.61945,284172.91446,35896.58802,1754.23642,95142.31416,4766.23177,188373.09426,105287.0178,46671.49034,128154.7645,5123.63535,42965.028,386513.65548,592.37926,141160.0884,178078.48361,26486.83963,71759.87616,111649.1317,593.58847,2836.64428,9475.03054,89.02502,6033436.88895,36285.90477,3209693.94206,664301.10897,34065065.13741,96411073.83831,1041018.78148,,0.52944,4783968.19269,881.14214,35167.86052,346042.65271,110218.59195,2923.12623,1904.05735,32493.30685,59366.71525,15527.23351,1.89961,134.53699,2209.52653,14650787.63139,35800.32069,14235.94085,391434.35047,4409.24207,51848.06995,7230.56345,6594.16116,5159396.72101,816.72563,8764.09781,14609.1433,103983.50903,32043.78606,243.64241,30403.95567,173617.95121,274.11504,2315.51103,4812.71434,0.55341,0.31286,23637.62674,108.88259,36708.11392,115074.9093,195.82055
2023-07-01,15977410.06569,13509201.94997,17064.96356,1585.93686,3247.70344,,,11398.74019,829.34894,810046.97414,20672.25389,,37730.90329,78385.18854,27623.7172,170189.37038,304782.38587,36852.44549,1331.50263,113075.05642,7776.52262,191326.51008,121187.6362,44656.33036,147158.5223,5642.18958,43746.64904,384457.51341,534.53832,140128.72979,187515.68748,35204.71794,65343.50768,110164.40165,142.10054,6975.54564,13934.23965,22.91978,6048621.64626,37454.03647,3223067.53716,834263.17778,34710259.50157,96746358.42468,1178384.12097,,0.5305,4775263.46905,187.86358,45422.878,379836.00869,114369.43683,3004.97083,1782.71172,49021.78458,53168.34095,17842.54504,1.90141,97.76657,1960.03966,14673783.43737,33089.18995,12614.11505,396801.25436,4800.23462,51519.96025,7885.86565,8761.68206,5172009.9095,694.02308,8437.25923,18970.15406,101884.00135,42936.4059,226.8928,34503.13712,212913.26901,235.87992,3144.68092,4431.03502,0.55451,0.31348,23631.10489,108.89621,36066.20992,123759.65166,154.43367
2023-06-01,15923073.63337,12494879.69307,14850.13544,1756.07506,3248.2271,,,18243.13337,816.67122,822290.27719,22418.5521,,31399.41007,67191.65536,24176.5829,134373.01107,284679.68218,35378.41116,1504.44641,88543.10571,5932.03342,169574.26757,100658.86863,43861.66581,112762.28459,4618.8312,43054.16997,376337.276,550.14847,141665.11138,169405.19045,24591.00106,64882.08619,89359.23505,121.4873,2648.56754,8910.07844,45.25262,6031390.25275,34989.0558,3207957.49649,681778.10644,33959434.04463,96377751.4171,1017108.85063,,0.52997,4772499.42762,673.09096,34685.87174,334413.95036,111699.71497,2671.50442,1683.37097,30547.48822,54665.15616,15527.34806,1.90051,112.74009,2000.8294,14671110.19553,34108.7844,13066.95003,389827.18186,3768.99835,47264.83275,6357.30623,8273.15164,5164371.43091,775.44273,9031.90335,15508.53231,100295.10005,32303.93048,230.47643,31193.38995,169859.86741,246.26038,2165.36461,4643.15357,0.55396,0.31317,22171.45913,109.36401,34108.76065,111868.96032,169.97739
