2020-11-01,,94384.58079,1.40608,180.75325,0.1475,0,11932.25106,0.0,0.0,60036.13899,0.0,2966.55016,1620.84371,696.64327,0.0,2296.1905,0,76479.98473,2078.92712,99.55835,47.26951,0.0,62.09628,8231.29981,0.01338,0.0,0.0,0.0,57.82658,0.0,567.5531,595.77491,95.87166,1647.47902,1128.87951,62778.16989,5146.42572,20286.342,6566.55719,0.0,2405.97352,941.21365,31.10577,0.0,17502.73957,0.19757,,67140.23063,131.08724,2450.74915,93.84408,1389.00696,205.69091,31.07578,0.0,0.13886,0.80053,241.04938,10000.13755,,,198.7096,0.0,131.69851,0.00158,45847.17618,0.0,,,,,0.0,,,,
2020-12-01,,97062.2963,1.43563,139.57251,0.1475,0,9495.24604,0.0,0.0,60477.1492,0.0,5621.0511,2024.82422,297.57985,0.0,2091.22171,0,78330.65919,2060.31838,89.2576,48.41465,0.0,0.0,8246.0221,0.01368,0.0,0.0,0.0,21.83253,0.0,564.69029,2091.00108,9.99181,1242.29187,1041.21232,56850.62238,4919.81647,19105.0725,6420.83756,0.0,2297.44606,986.84479,31.7252,0.0,17032.98789,0.27402,0.0,46818.16387,126.56714,2405.19261,53.02349,1377.70769,209.04117,0.00115,676.68049,0.08771,0.81949,221.82427,718.18261,,0.0,195.10269,0.0,131.7009,0.00159,43434.65661,575.63776,,,,,0.0,,,,
2021-02-01,,90807.85814,1.49669,0.0,0.1475,0,8533.6272,0.0,0.0,60639.57026,0.0,5759.95898,1322.05037,296.90822,0.0,2128.58054,0,79340.35075,1896.72311,93.93522,5360.12545,0.0,0.0,7249.86803,0.0143,,0.0,0.0,93.25708,0.0,529.99538,2754.29645,149.61167,982.88143,589.9499,52546.8109,7270.83003,17714.36334,5852.71118,0.0,2284.19314,951.4129,23.5713,0.0,16983.02855,0.28757,0.0,40396.01948,119.99951,2323.66568,120.09387,1340.09336,215.96502,1560.61993,694.16799,41.5774,0.85867,238.3509,688.50781,0.0,,179.49324,0.0,131.70584,0.00161,42305.23049,0.0,,,,,0.0,0.0,,,
2021-03-01,,92427.0859,1.52427,0.0,0.1475,0,54485.43309,0.0,0.0,60411.66317,0.0,7502.69105,1999.78524,167.05877,0.0,3223.4238,0,79764.41239,1769.66632,49.77091,5369.01251,,500.33335,7273.70896,0.01458,,201.60304,0.0,89.88088,0.0,511.59002,2785.05358,161.64662,945.63403,381.4242,53686.47773,7198.22886,16620.29258,7189.95146,0.0,2224.22615,57.24357,11.28234,0.0,16640.23624,0.29366,0.0,41779.86104,107.08259,2281.01417,128.07414,1294.40311,219.09193,1504.74237,658.71447,0.0,0.87637,223.57499,752.46671,,,180.48797,0.0,131.70807,0.00162,40463.38172,0.14568,,,,0.07654,0.0,,,,
2021-04-01,,149776.79168,1.72113,77.46178,0.1475,0,8254.22035,0.0,0.0,60765.81939,0.0,7043.08108,1998.25834,7.4687,0.0,3208.73826,0,76832.95378,1707.86352,73.74145,5070.40429,0.0,512.03434,6672.60335,0.01489,,142.8936,0.0,161.10808,0.0,476.03189,587.43879,137.15482,2077.99073,3162.93896,59565.64288,8355.88845,16575.46128,7026.18016,182.65827,2159.89144,62.65978,6e-05,0.0,16023.69071,9.22792,0.02369,40612.71484,133.32506,2357.69232,1599.26332,1301.84936,223.11261,1552.98768,633.03776,0.05933,0.89595,275.73111,749.67125,,,173.88921,0.00078,141.53372,0.00163,37999.55569,47.30787,,,,0.07901,0.1076,,,,
2021-05-01,,150678.29977,1.754,75.25754,0.1475,0,8017.52117,0.0,0.0,60798.72141,0.0,7041.69724,1996.68982,7.4687,0.0,3217.68698,0,79306.41682,1624.99407,79.21836,4732.77828,0.0,523.25636,6891.21805,0.01519,0.11687,0.44364,0.0,329.11339,0.0,397.47089,3966.85752,65.93273,1578.90725,5716.228,57730.749,8213.07432,16518.47235,6571.06215,201.63672,2107.96876,44.58659,6e-05,0.0,16781.3964,0.54602,0.02439,39026.88939,141.25682,2214.80907,1611.6237,1283.27831,267.47279,1509.72074,582.64659,0.06058,0.91491,404.90786,632.61554,,0.00289,170.46284,0.00078,141.90224,0.00164,38235.85909,45.40928,,,,0.00646,0.11075,0.0,,,
2021-06-01,,85768.89726,1.78796,76.4882,0.1475,0,4152.9365,0.0,0.03018,60643.93675,0.0,6731.08389,1997.22208,7.4687,0.0,3217.5455,0,79071.00283,1552.42172,83.06149,4248.53442,0.0,534.74643,7361.85252,0.0155,,0.31505,0.0,330.46328,0.0,338.15846,4020.90556,619.20081,1781.17529,5987.67115,69131.1991,8629.03457,15415.1057,4945.78357,224.33014,2309.94883,21.54501,6e-05,0.0,25318.62769,1178.88196,0.38517,37496.24661,120.28555,2259.40262,1592.10465,1259.54065,271.1187,1519.43216,528.07947,0.06187,1.06846,361.53268,1698.16722,,,167.80497,0.00078,142.03061,0.00165,37138.1265,43.4277,,,,0.0066,0.08252,,,,0.0
2021-07-01,,78322.22521,861.88656,77.08539,0.0,0,3938.00661,0.0,0.03105,61011.53675,10002.03138,6406.53817,3895.28863,7.4687,0.0,3123.69539,0,76860.93021,1479.43537,85.11806,3684.16492,0.0,648.74307,6472.03399,0.0,0.10849,0.32044,0.0,330.06923,0.0,369.53285,498.38016,139.76792,1428.7836,8437.64835,77066.77884,18717.53939,14682.39455,4478.90261,1303.65954,2320.22426,0.0,6e-05,0.08308,24506.76015,1178.16433,0.00185,35954.58458,43.35799,2228.78903,1592.43762,1232.84823,245.44865,1492.99591,410.46696,0.00059,0.95346,372.76224,1686.94149,,,162.54247,0.00078,131.71779,,35148.65683,50.89007,,,,0.00673,0.00216,0.0,,,0.0
2021-08-01,,67303.4746,796.69491,76.45442,0.0,0,6717.91772,0.0,0.03197,60315.9723,10422.09279,9993.89183,2797.34856,7.4687,0.0,3126.00497,0,76311.81159,0.0003,87.24319,3311.99164,0.0,655.05396,6429.47975,0.0,,0.14263,0.0,324.9147,0.0,296.82653,548.33809,145.76267,1234.81335,8208.85025,79062.76911,18382.25312,13391.64505,234.11176,1302.92118,2241.00929,0.0,6e-05,8230.78708,23719.9266,1156.19194,0.00196,34252.44856,44.4051,2177.36547,1516.7817,1228.57969,385.32051,1399.89589,384.12623,0.00059,0.97305,356.94007,1692.13736,,,162.92363,0.08526,131.72026,,33962.75341,39.22193,,,,0.00687,0.0,0.05608,,,0.0
2021-09-01,,66408.95228,780.46056,74.52741,0.0,0,6593.86753,0.0,0.03287,60152.97231,0.0,9712.28297,1416.00037,7.46931,,3926.04326,0,70429.95507,0.0003,89.36582,3099.43445,0.0,568.18499,6837.8809,0.0,,0.21548,0.0,249.75515,0.0,306.55828,633.99204,164.09173,1225.33166,7830.78182,72859.0587,8742.75497,13827.47163,2884.34385,1277.87745,2185.8349,0.0,6e-05,7645.57709,23019.15218,1142.99068,0.00201,33041.0587,45.29185,2070.48723,1441.12578,1195.61386,299.31318,1454.98457,333.30321,0.00059,0.99264,345.35867,1635.20058,,,159.89951,0.08779,131.99534,,33265.1945,39.26515,,,,0.00701,0.0,0.05608,,,0.0
2021-10-01,,60427.86482,761.94439,73.86626,0.0,0,5948.76607,0.0,0.08852,12072.18182,0.0,5188.12627,9.70629,0.00061,0.0,4041.86518,0,68879.409,0.0003,82.80472,2569.99662,0.0,578.86843,7821.99587,0.0,0.14433,0.14595,0.0,241.17261,0.0,59.77399,4146.56722,154.54397,958.50199,7688.88542,75021.69117,8292.91474,11519.26982,2742.79498,1254.65632,2098.68624,0.0,6e-05,6874.6157,23751.94737,1122.41208,0.00206,31498.33574,0.33823,1937.80135,1665.45875,1191.28958,171.63641,1363.65619,330.83495,0.00059,,326.74017,1562.39153,0.0014,,156.54158,0.09033,341.53217,,32384.5369,17.78839,,,,0.00714,0.0,0.05608,,,0.0
2021-11-01,,55720.13764,745.20571,55.76267,0.0,0,9330.38617,0.0,0.09108,12126.62685,0.0,474.23133,1006.07188,0.0,0.0,95.65285,0,67848.37657,0.0003,78.14917,2254.88335,0.0,589.78748,7506.63636,0.15824,,199.31487,0.0,219.38804,0.0,46.08217,6516.98434,1.22496,402.23324,7232.14558,69430.38991,6908.78749,9763.33636,2678.31282,1229.56692,2032.61828,0.0,6e-05,6019.28713,12485.96553,1093.77271,0.06794,29999.02323,0.35127,1897.00224,1989.81344,1148.64116,25.02674,1341.11969,0.44095,0.00059,,101.35261,1662.43704,,,153.79007,0.15275,328.57389,,31140.80055,15.57701,,,,0.00728,0.0,0.05608,,,0.0
2021-12-01,,50071.72334,728.09666,36.42188,0.0,0,9079.19651,0.0,0.03551,12642.39614,0.0,388.55128,1018.91904,0.0,0.0,55.65285,0,68177.91087,0.0003,72.57459,1908.02203,0.0,600.23753,6573.36243,0.0,,0.15194,0.0,65.26807,0.0,0.0,4430.29307,0.00321,244.04471,6775.98388,60658.95397,6214.07041,9388.92485,2614.50495,1204.53244,1975.48174,0.0,6e-05,5795.84347,12394.26269,1073.59492,0.00494,29337.54812,0.31475,0.0264,850.19745,1193.94482,54.38078,1373.83801,0.45412,0.00059,,87.04304,1449.66034,,,0.24469,0.00078,315.42208,,30529.7208,13.6625,,,,0.00741,0.0,0.11739,,,0.0
2022-01-01,,46009.20411,711.04739,,,0,101593.32356,0.0,0.15041,12612.8389,0.0,255.08364,1022.59222,0.0,0.0,55.65285,0,0.0,0.0003,64.46312,1731.66469,0.0,610.90917,5734.92829,0.0,,0.1497,0.0,54.28418,753.79198,0.0,4048.72328,0.00321,337.01875,4107.03488,54560.61918,5067.21811,7494.81667,2464.6374,1179.58972,1720.54602,0.0,6e-05,5587.8375,14308.84997,1046.80248,0.00324,28114.77933,0.32852,0.02741,920.20246,1165.89091,0.15331,1369.30844,0.40792,44.95024,,71.82492,1083.72879,,,0.00428,0.14783,302.10359,,30046.50994,8.65144,0.00887,,,0.00755,0.0,0.11739,,,0.0
2022-02-01,,79665.20317,693.84994,,,0,100626.39102,3806.94025,0.06092,13412.36125,0.0,226.35235,1035.88125,0.0,0.0,55.65285,0,0.0,0.0003,66.23227,1769.38253,0.0,621.4529,59736.54162,0.0,,525.21365,0.0,64.42149,0.0,0.0,4038.06521,0.0,248.66022,3887.47251,56551.0934,6277.19859,7349.85913,2398.69393,1191.03733,1652.42133,0.11498,6e-05,5401.57957,13904.70261,1033.93068,0.00226,27486.92969,44.20769,0.00056,962.59709,1219.89693,0.25299,1434.0318,0.41947,11.63249,,0.0,1073.43344,,,0.00428,0.15219,137.12614,,29379.6099,8.83116,0.15049,,,0.00769,0.0,0.06504,,,0.0
2022-03-01,,76030.71226,675.88305,,,0,100058.84367,3833.30184,0.03743,13758.884,0.0,231.27141,1048.55158,0.05638,0.0,55.65285,0,0.0,0.0003,61.68154,1647.93885,0.0,630.86497,60958.00082,0.0,0.13368,530.80894,0.0,64.49092,0.0,0.0,3961.4888,0.0,253.77192,3852.3556,54573.08219,6124.27339,7818.26389,2332.97094,1134.84479,1560.50395,0.0,6e-05,5167.19545,13874.891,1012.41702,0.14164,26501.23841,0.47121,9e-05,960.73474,1247.92977,0.16358,1445.31347,0.49007,2204.33225,,0.0,1064.68832,,,0.00428,0.00275,138.44219,,29749.51696,6.40206,0.00666,,,0.00781,0.0,0.06681,,,0.0
2022-06-01,,126759.20994,622.65686,,,0,227264.15124,3620.24773,0.04009,16357.0145,0.0,4737.64846,22605.49299,0.0613,77467.01509,55.65531,0,37370.19173,440.78344,66.57091,1354.3534,0.0,663.77895,68587.17233,0.0,0.1454,548.97625,0.0,581.2549,0.0,0.0,5742.34714,4617.31878,832.20673,3356.37861,151094.71915,11493.62549,9324.95891,20629.03975,1100.72575,1454.56988,0.0,0.00023,0.00015,13213.40149,1044.42209,0.30408,23314.06477,17.01076,0.0624,0.08837,1274.66466,0.17453,1379.96526,10224.47168,2274.98191,,0.0,1029.41229,,,0.00428,0.00078,91.26193,,28333.25095,840.81817,0.00029,,,0.00822,0.0,0.07263,,,
2022-07-01,,112222.66058,604.61552,,,0,227180.33754,2645.6013,0.04096,16628.31422,0.13251,4387.99985,22537.90353,0.0629,77825.70834,6516.6557,0,0.0,444.83077,68.1268,1313.04884,0.0,674.57416,69586.0624,0.0,0.14922,732.67594,0.0,584.43416,0.0,0.0,5787.52531,57645.53787,2385.43149,2943.45321,229454.38807,10385.19131,16682.66537,20804.06246,1034.68671,1190.77445,0.0,0.00023,0.00015,12837.24002,1056.76642,0.15804,22299.13176,9.49946,0.00175,0.01344,1283.86715,0.17829,1320.51115,15658.92135,2236.19747,,0.0,1019.08144,,,0.00428,0.00078,0.0014,,27693.54139,849.23615,0.06779,,0.40066,0.00835,0.0,0.07453,,,
2022-08-01,,117065.19013,567.31414,,,0,183369.84683,2675.06025,0.04186,20496.36164,0.0,13311.1457,24847.03705,0.06456,77831.95834,6578.2648,0,0.0,448.54998,69.71405,1566.23341,,525.65799,81627.71788,0.0,0.15317,666.65733,0.0,587.87228,0.0,0.0,29627.94464,58179.688,2396.07272,2507.16994,250145.01969,10080.80994,15795.73221,21130.11872,1015.42696,1108.15776,0.0,0.00023,0.00015,15567.88158,960.02868,0.16268,16642.23552,8.2756,0.00175,0.01344,1615.98728,0.18181,1607.36693,16958.67571,2551.17445,,159.40646,6215.03228,,0.08847,0.00428,0.00078,0.0014,,33278.16415,858.51258,,0.0,0.41261,0.00849,0.0,0.07649,,,
2022-09-01,,118073.47032,550.00254,,,0,181846.08749,2584.57591,0.04276,20953.71623,0.0,11337.24733,24719.09019,0.06621,78552.00001,55.65531,0,35645.43983,451.81583,71.27857,1484.68258,,536.74178,86098.21185,0.0,0.15712,680.55563,0.0,586.09711,0.0,0.0,31687.46288,64796.96663,283.10428,2182.37312,252072.0845,9651.5468,10784.40466,41749.01317,996.06686,944.72311,2151.38213,6e-05,0.00015,14618.88791,908.21699,0.16685,12658.68959,0.82064,0.13813,0.23665,1626.74832,0.19424,1596.01825,17006.73907,2410.239,,143.96567,7430.98692,,0.09079,0.00428,0.00078,0.0014,,32967.41304,867.81725,,0.0,0.42493,0.00863,0.0,0.07845,,,
2022-10-01,,115402.57756,532.2743,,,0,186037.25455,2613.18962,0.04363,21189.03931,0.0,10205.69203,29427.87509,0.06782,85494.66552,55.65531,0,0.0,3931.0281,72.89998,1410.32949,,407.50365,84221.51644,0.0,0.16094,772.9093,0.0,581.18166,0.0,500.62512,36152.26201,70827.75942,1645.66783,1889.98166,267045.34839,9240.2166,21461.86331,39722.08679,971.50357,879.38922,2488.64575,6e-05,0.00015,14080.20206,887.9267,0.17666,10983.7225,0.65129,0.0032,0.24322,1551.52598,0.24744,1584.49223,17061.96635,2405.5323,,137.34867,7253.55086,,,0.00428,0.00078,0.0014,,31848.21724,876.76619,,0.0,0.4365,0.00876,0.0,0.08035,,,
2022-11-01,,126046.09773,514.58155,,,0,198084.36563,2637.08237,0.04453,21528.05829,0.0,9077.08858,28741.73111,0.06947,85411.76227,55.65531,0,0.0,40388.8835,74.57132,34735.77151,,407.50501,82472.89086,0.0,0.16489,617.80207,0.0,7830.55046,0.0,444.19054,44291.8142,87149.06508,12142.49827,3084.21695,265692.83565,18579.18076,28436.72025,37613.2381,943.27507,867.54624,2389.25451,6e-05,0.00015,10829.03688,863.43618,0.17372,9958.30674,0.5252,0.00303,2974.79373,1494.52321,0.24889,1572.11122,22496.99608,2393.63903,,130.72082,10927.07463,0.00573,,525.21218,0.00078,0.0014,,30734.24679,888.21602,,0.11343,0.44844,0.0089,4.79852,0.08231,,,
2022-12-01,,132967.26157,496.521,,,0,197213.82942,2154.68844,0.0454,21860.81874,0.0,9142.05555,28323.91545,0.00144,85585.34909,35.65531,0,0.0,38320.13072,76.19273,32802.36214,,407.50632,84999.01469,0.0,0.16871,735.88062,0.0,7645.96285,0.0,387.55215,44142.98274,62724.94784,11218.69887,3000.67901,248610.23247,18825.52879,27388.7873,35820.69899,925.88753,736.16493,2532.06389,6e-05,0.00061,5338.59342,851.16911,0.17765,9510.61713,0.53651,0.00303,3012.83615,1434.5586,0.26334,1560.74813,27989.55748,2276.91616,,124.03859,14209.57289,0.0059,0.07122,530.65912,0.00078,0.0014,,31952.83754,916.10767,,0.11676,0.00385,0.00012,,,,,
2023-01-01,,131048.04929,498.68267,,,0,190851.61111,893.66683,0.0,22199.62323,0.0,6247.36629,28965.92998,0.0,86186.53171,35.65531,0,0.0,37295.67326,70.86407,30799.78232,,407.50768,84910.56985,0.0,0.17266,800.74943,0.0,7389.38534,0.0,330.50019,41240.52821,37359.79007,12217.12848,1048.14812,391591.15732,19028.19369,26720.80661,34739.74077,905.99398,697.4913,7953.19823,6e-05,0.00012,6730.31633,839.25296,0.18224,9050.65181,0.3274,0.03424,3021.20323,1370.70459,0.03691,1550.27794,27859.69998,2310.52574,,143.65277,13548.89873,0.19293,,504.40327,0.00078,0.0014,,32734.69416,927.42071,,0.12009,,,,,,,
2023-02-01,,124288.12979,485.78525,,,0,245271.47734,901.4887,0.0,22496.6365,0.0,3371.54694,28507.98696,0.0,86971.67408,35.65531,0,0.0,16624.42052,70.53541,37118.6178,,436.13907,85609.53301,0.0,0.17661,607.57746,0.0,7159.53855,0.0,331.15458,41087.74153,38719.23559,11752.23919,753.67931,394222.57438,19092.34383,25727.14398,33389.33972,917.2974,686.11005,7907.15362,6e-05,0.00012,6214.65129,827.06395,0.18641,7933.06318,0.33133,0.0351,3060.81529,1321.98707,0.29024,1538.32807,27669.64072,2344.00364,,136.35277,11349.65614,0.19872,0.16365,493.39706,0.4581,0.0014,,33578.85287,938.78879,,0.12342,,,,,,,
2023-03-01,,116724.46747,1975.36392,,,0,186229.86086,892.55188,0.0,22932.86531,0.0,3719.05191,27463.70913,0.0,87506.01786,35.65531,0,0.0,16646.38035,72.05695,33385.0565,,307.51027,83503.21782,0.0,0.18017,799.70162,0.0,6751.40906,0.0,331.62228,38887.36382,37468.54734,11123.60695,5080.75765,394974.03554,18187.32472,24063.32803,31602.24932,900.8438,556.67505,7847.19542,6e-05,0.00012,5985.99663,799.45511,0.19018,6815.7727,0.44871,0.03659,3076.76318,1279.6188,0.03536,1524.68721,26921.34685,2315.73281,,129.05277,10587.74179,0.02053,0.00095,460.60968,0.47045,0.0014,,32430.955,948.80005,,0.12642,,,,,0.00017,,
2023-04-01,,163259.44531,1755.19792,,,0,217598.4806,894.20974,0.0,20735.90316,0.0,3768.30479,38071.55332,0.0,87752.65072,35.65531,0,0.0,16670.80374,73.72829,29959.82303,0.0,307.51163,82311.91754,0.0,0.18413,822.98583,0.0,6562.04737,0.0,332.00525,36352.91853,44015.15543,19568.46538,5118.08378,366429.8174,17913.7175,23501.42572,36174.17221,854.49082,239.65657,7756.99723,6e-05,0.00012,5423.97403,771.62725,0.19435,5698.70532,0.34184,0.22228,0.00591,1293.59669,0.39618,1512.46455,26489.8803,2098.88032,1e-05,121.75277,10131.18677,1e-05,0.00095,438.51945,0.48457,,,33122.67645,960.06615,,0.12976,,,,,0.00017,,
2023-05-01,,168561.60368,1116.52188,,,0,219833.08939,901.76459,0.0,21167.17765,0.0,4936.16411,37777.48759,0.0,88173.53873,35.65531,0,0.0,12695.87768,75.3497,37165.04213,0.0,357.9554,82756.24034,0.0,0.18795,822.13732,0.0,6827.86666,0.0,332.24598,35615.87097,38999.07419,18134.20954,5082.92808,352885.985,17694.7935,24084.05446,33337.23131,865.33479,239.72301,1248.21542,6e-05,0.00012,4959.70894,759.29987,0.19839,4619.8601,0.34768,0.76235,0.13145,1280.99662,0.32815,1499.59839,25953.30287,1944.99977,1e-05,114.5493,16070.1268,1e-05,0.00095,429.02013,0.49781,,,32867.63912,971.78407,,0.13298,,,,,0.00017,,
2023-06-01,,245570.05438,906.56333,,,0,232375.16815,893.1756,0.0,0.0004,0.0,4854.60482,35414.5678,0.0,88637.4395,0.01352,0,0.0,9696.68352,75.02104,29030.77168,0.0,282.5143,80703.91009,0.0,0.1919,758.03235,0.0,6509.97681,0.0,330.32345,45939.26139,26543.74374,16796.12651,5090.81632,274185.99244,16977.3214,24048.34763,29629.96209,770.93677,159.81544,1121.53566,6e-05,0.00246,4552.80364,725.40752,0.20256,3468.07355,0.35503,0.04538,0.00549,1291.29215,0.43148,353.03443,25560.90978,1696.12278,1e-05,107.36648,15529.03086,,0.00095,402.77656,0.00078,,,31096.09601,968.89482,,,,,,0.00043,0.00017,,
2023-07-01,,246055.66476,727.02165,,,0,145598.90631,892.42637,0.0,107.80716,0.0,4821.94125,32172.85296,0.0,89065.95027,0.01352,0,0.0,9565.27287,70.64245,34594.36902,0.0,282.51561,88976.45778,0.0,0.19572,642.01253,0.0,6009.61699,0.0,330.32345,45299.22909,24577.90746,15535.96193,4760.50825,273313.88932,16783.78764,23110.32368,26977.00595,752.97001,59.88837,1033.45672,6e-05,0.0,3670.16938,712.86792,0.2066,3374.34177,0.56673,0.202,0.00549,1288.4376,0.15117,0.0019,12268.83918,1537.139,0.49964,115.69324,22518.94206,,,409.79056,0.00078,,,30723.03482,965.57776,,,,,,,0.00017,,
