Date,01,08,09,10,11,14,16,17,19,20,21,23,24,25,26,28,31,32,33,35,36,41,42,43,45,46,47,49,50,52,55,58,62,64,68,71,77,80,81,82,93,18,38,51,79,56,27,22,84,70,86,30,74
2020-02-01 00:00:00,977.06733,4282.2308,0.0,0.0,0.0,541.34232,,0.0,0.0,77.78953,0.0,276.52789,0.0,875.34847,0.0,0.0,0.0,,0.0,0.0,0.0,10812.82826,697.34323,2365.96612,2583.43168,87303.42764,915.83783,1543.52164,0.0,,,328.07742,0.14579,0.0,0.0,7833.60701,7.60633,,0.0,0.0,6751.94804,,0.0,141.61447,,,0.0,,,,,,
2020-03-01 00:00:00,797.76368,4282.2308,0.0,0.0,0.0,502.67426,,0.0,0.0,77.78953,0.0,226.58295,0.0,875.34847,0.0,0.0,0.0,,0.0,0.0,0.0,10056.624,697.56892,2385.03645,2546.94387,86828.71989,914.91265,1556.43449,0.0,0.0,,328.23663,0.0,0.0,0.0,7958.04631,7.60633,,0.0,0.0,6795.07509,,0.0,141.61447,,,0.0,,,,,,
2020-04-01 00:00:00,120.8114,4282.2308,0.0,0.0,0.0,464.00091,,0.0,0.0,77.78953,0.0,176.63446,0.0,875.34847,0.0,0.0,0.0,,0.0,0.0,0.0,9974.15045,1220.69898,2383.20231,2469.57022,86975.44198,890.30447,1523.46031,0.0,0.00528,,328.38557,0.00376,0.0,0.00561,8077.42835,7.60633,,0.0,0.0,6896.60035,,0.0,141.61447,,,0.0,,,,,,
2020-05-01 00:00:00,211.4373,4282.2308,0.0,0.0,0.0,425.33285,,0.0,0.0,2909.79416,0.0,30444.62776,0.0,875.34847,0.0,27166.1896,0.0,,0.0,0.0,0.0,8669.29212,987.38859,2403.45442,2403.74279,88315.85326,872.55147,1544.86601,1885.41586,0.00549,0.0,332.894,0.06519,0.0,1892.71928,8205.04364,7.60633,,0.0,466.46496,7014.05445,,0.0,141.61447,,,0.0,,,,,,
2020-06-01 00:00:00,211.53978,4282.2308,0.0,0.0,0.0,386.20645,,0.0,0.0,2909.07102,0.0,30371.93404,0.0,875.34847,0.0,27520.1386,0.0,,0.0,0.0,0.0,10168.68307,1192.37633,3236.99035,2128.1393,87022.29298,838.70192,1575.16008,2291.34878,0.00571,0.0,333.00782,0.0,0.0,1870.73244,8328.54231,7.60633,,0.0,502.38921,7128.12221,,,141.61447,,,0.0,,,,,,
2020-07-01 00:00:00,3662.54286,4282.2308,0.0,9974.20057,0.0,347.58295,,0.0,0.0,2909.07102,0.0,30132.68257,0.0,875.34847,0.0,27823.55,0.0,0.0,0.0,0.0,0.0,10168.85176,1512.87688,3272.42938,2114.29802,87270.38068,822.02002,3155.84973,2208.81968,0.00592,0.0,333.13384,0.06393,0.0,1820.95478,8456.1576,7.60633,,0.0,605.16389,7245.2543,,0.0,141.61447,0.0,,,,,,,,
2020-08-01 00:00:00,3856.8237,4282.2308,0.0,0.0,,308.95669,77.78953,0.0,0.0,2831.28149,0.0,31256.79482,0.0,875.34847,0.0,30024.6075,0.0,0.0,0.0,0.0,0.0,10119.01587,1489.91301,3306.75354,2032.63678,86689.70759,268.87006,3053.28617,2070.62221,0.00614,0.0,333.25781,0.1273,0.0,1795.69418,8579.65897,7.60633,,0.0,717.72839,7079.22928,0.0,0.0,141.61447,0.0,,,,,,,,
2020-09-01 00:00:00,1130.56843,4282.2308,0.0,0.0,0.0,270.33303,77.78953,0.0,0.0,2831.28149,0.0,31015.64903,0.0,875.34847,0.0,29787.394,0.0,,0.0,0.0,0.0,10069.18451,1490.93619,3341.4314,1863.71795,86746.11215,252.89442,2968.89566,1819.16912,0.00636,0.0,299.38343,0.0,0.0,1795.94414,8707.27373,7.60633,,0.0,781.50925,7048.5704,0.0,,141.61447,,0.0,,,,,,,
2020-10-01 00:00:00,564.32316,0.0,0.0,9991.41438,0.0,207.70937,0.0,0.0,0.0,2831.28149,0.0,31815.23132,0.0,875.34847,0.0,27829.956,0.0,,0.0,0.0,0.0,2956.70951,1491.36796,2204.19177,1748.61076,85776.38196,47.88107,2716.09856,1771.5,0.00657,0.0,259.50905,0.0,0.0,1771.19409,8834.88849,7.60633,,0.0,983.86793,7059.44377,0.0,,,,,,,,,,,
