Date,01,07,08,10,11,13,17,19,20,22,23,24,27,28,30,31,35,38,41,43,45,46,47,49,52,59,61,64,68,69,71,78,81,82,90,56,16,25,33,51,79,80,00,42,62,77,94,70,55,09,92,50,36,86,18,63
2020-02-01,33147.26367,,165122.4565,482400.77769,10023.5061,,0.0,12329.3322,0.0,631990.56083,718.22002,0.0,0.0,656771.15836,0.0,0.0,,0.0,0.0,0.0,42238.96322,916316.30092,0.0,0.02953,7374.75431,58219.4848,150.0,7773.0876,185640.84896,0.00679,,0.0,0.0,60.17874,0.00469,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2020-03-01,36119.83439,,162817.61415,475459.13877,9892.88674,,0.0,12415.3797,0.0,623031.92548,718.22002,0.0,0.0,653128.57887,0.0,0.0,,0.0,0.0,0.0,41631.13275,910671.94749,0.0,0.02953,7427.43002,57862.37447,150.0,7758.0876,183324.38354,0.00706,,0.0,0.0,60.17879,0.00488,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2020-04-01,35172.56174,,185317.74055,543223.15517,11457.91458,,,12507.36151,0.0,628113.18565,718.22002,0.0,0.0,753065.11435,0.0,0.0,,0.0,0.0,0.0,47564.51413,979953.30478,0.0,0.05142,7483.73854,66696.14443,150.0,7758.0876,205938.26221,0.00735,,0.0,,60.17884,0.00508,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,
2020-05-01,37302.08993,,178311.07957,522120.93973,10898.35912,0.0,0.0,12596.37617,0.0,603966.94884,718.22002,0.0,0.0,729991.10943,,0.0,,0.0,0.0,0.0,45716.7841,948505.29852,0.0,0.05229,7538.23065,64651.27167,300.0,7773.0876,198896.21458,0.00763,,0.0,0.0,58.14935,0.00528,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,
2020-06-01,50505.91303,,177890.1978,520853.25455,11120.6448,0.0,0.0,11339.62798,0.0,602678.5716,718.22002,0.0,0.0,734708.03494,,0.0,,0.0,0.0,0.0,45605.76095,949508.23319,0.33342,69.62099,7594.53917,65057.15831,150.0,24.8376,198473.23399,0.00792,,0.0,0.0,58.1494,0.00548,,,,,0.0,,,,,,,,,,,,,,,,
2020-07-01,62465.52336,,176516.73071,516716.65279,11321.80802,0.0,0.0,11428.64264,0.0,598134.03641,718.22002,0.0,0.0,735228.14673,0.0,0.0,,0.0,0.0,0.0,45243.53738,916047.97558,43.91469,67.36771,27357.91415,65080.84971,150.0,39.8376,197092.07255,0.0082,,0.0,0.0,58.14945,0.00568,0.0,,,,0.0,,,,,,,,,,,,,,,,
2020-08-01,62503.10913,,182938.74853,536057.86213,12391.75015,,0.0,11520.62445,0.0,620617.93942,718.22002,32033.14852,0.0,769561.23589,0.0,0.0,,0.0,0.0,0.0,46937.02155,940145.02567,0.0,342.22749,27127.11907,68096.17594,0.0,7758.0876,203546.54192,0.00849,,0.0,0.0,58.1495,0.00588,4.45996,,,,,,,,,,,,,,,,,,,,
2020-09-01,65266.06693,,181554.3602,531888.36436,12551.43892,,0.0,11612.60626,0.0,616014.14852,718.22002,31811.56558,0.0,770335.31493,0.0,0.0,,0.0,250.02838,0.0,46571.91647,937746.5754,0.0,91.03816,27375.63005,68141.29888,0.0,7758.0876,200704.28831,0.00878,,0.0,0.0,58.14955,0.00608,,,,,,,,,,,,,,,,,,,,,
2020-10-01,68276.38674,0.0,186844.47171,547820.58415,12790.75876,,,11701.62092,0.0,634183.28487,718.22002,32789.17759,0.0,800147.66091,0.0,0.0,0.0,0.0,0.0,0.0,47966.90943,947184.6924,0.0,0.05673,27490.70873,70755.30754,0.0,7758.0876,205977.67183,0.00906,0.0,0.0,0.0,58.1496,0.00628,,,,,,,,,,,,,,,,,,,,,
2020-11-01,86535.69829,0.0,187740.62785,550519.44185,12945.67637,0.0,517.54604,11793.60273,0.0,637343.55606,718.22002,32123.63977,0.0,811086.16812,0.0,0.0,0.0,0.0,0.23531,0.0,48203.19378,942842.34131,326.42248,0.05763,27864.89759,71698.79837,0.0,7758.0876,206870.98906,0.00935,0.0,0.0,0.0,58.14965,0.00648,,,,,,,,,,,,,,,,,,,,,
2020-12-01,100055.69032,0.0,187932.30582,551096.35063,13291.81053,0.0,0.0,11882.61739,0.0,638210.35741,718.22002,28765.67164,,818714.46795,0.0,0.0,0.0,388.31779,0.02107,,0.0,934288.89968,0.0,0.0585,27876.32198,,0.0,7893.0876,182406.24888,0.00963,0.0,0.0,0.0,58.1497,0.00668,,,,,,,,0.0,,,,,,,,,,,,,
2021-02-01,101578.15059,0.0,186163.67748,545768.92394,0.0,0.0,0.0,,0.0,621579.10999,0.0,22300.42151,,824692.216,,0.0,0.0,311.67227,0.0,0.0,0.0,669106.40628,0.0,0.06031,18991.13615,,,209.8376,180643.19859,0.01021,0.0,0.0,0.0,58.1498,0.00708,0.0,,,,,,,0.0,0.0,,,0.04018,,,,,,,,,
2021-03-01,126001.64954,0.0,184474.59988,540681.58484,0.0,0.0,0.0,,0.0,615856.23634,0.0,21191.23831,,735422.11896,,0.0,0.0,169.06519,0.0,0.0,0.0,665399.4573,0.0,0.06113,0.0,,,159.8376,178959.45443,0.01047,0.0,,0.0,58.14984,0.00726,0.0,,0.0,,,,,0.0,0.0,,,0.04018,,,,,,,,,
2021-04-01,130784.12303,0.0,183627.89838,539812.39554,0.0,0.0,0.0,,0.0,614878.4699,0.0,20207.97361,0.0,739905.32152,,0.0,0.0,171.73192,0.0,0.0,0.0,665099.22485,0.0,0.06204,0.0,,,159.8376,178671.89099,0.01076,0.0,0.0,0.0,58.14989,0.00746,,,0.0,0.0,,,,0.0,0.0,,,0.04018,0.0,,,,,,,,
2021-05-01,131045.9064,0.0,182759.00164,537195.14429,0.0,0.0,0.0,,0.0,611934.28224,0.0,19148.42629,0.0,741774.04427,,0.0,0.0,171.53677,0.0,0.0,0.0,664848.97145,0.0,0.06292,0.0,,,309.8376,177805.73535,0.01104,0.0,0.0,0.0,58.14994,0.00766,,,0.0,0.0,,,,0.0,0.0,,0.0,0.04018,0.0,,,,,,,,
2021-06-01,129746.9877,0.0,181154.77674,532363.29421,,0.0,0.0,,0.0,606498.85888,0.0,18030.86964,0.0,740689.36325,,0.0,0.0,176.18303,0.0,0.0,0.0,501517.75379,0.0,0.06383,0.0,,,159.8376,176206.09624,0.01133,0.0,,0.0,58.14999,0.00786,,,0.0,0.0,,,,0.0,0.0,,0.0,0.04018,,,,,,,,,
2021-07-01,129917.42937,0.0,179071.67985,526089.24462,,0.0,0.0,,0.0,599441.0836,0.0,0.0,0.0,737303.44709,,0.0,0.0,180.67941,0.0,0.0,0.0,500703.07369,0.0,0.06471,0.0,,,159.8376,174129.46674,0.01161,0.0,,0.0,58.15004,0.00806,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,
2021-08-01,127682.75865,0.0,177210.34076,520483.05928,,0.0,0.0,,0.0,593134.5988,0.0,0.0,0.0,734909.07789,,0.0,0.0,185.32567,0.0,,0.0,499841.99536,0.0,0.06562,0.0,,,159.8376,172273.91416,0.0119,0.0,,0.0,58.15009,0.00826,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.00656,,,,,,,,,
2021-09-01,126895.24352,0.0,177039.49299,519968.12836,,0.0,0.0,,0.0,592555.34293,0.0,0.0,0.0,739639.19094,,,0.0,189.97193,0.0,,0.0,499767.54024,0.0,0.06653,0.0,,,159.8376,172103.50816,0.01219,0.0,,0.0,58.15014,0.00846,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.00686,,,,,,,,,
2021-10-01,105968.73651,0.0,175213.49818,514468.41404,,0.0,0.0,,0.0,586368.62908,0.0,0.0,0.0,737041.29593,,,0.0,194.46831,0.0,,0.0,494161.05907,0.0,0.06741,0.0,,,159.8376,170283.19448,0.01247,0.0,,0.0,58.15019,0.00866,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.00715,,,,,,,,,
2021-11-01,92760.4726,0.0,173609.9047,509638.4998,,0.0,0.0,,0.0,580935.38339,0.0,135666.37031,0.0,735470.60081,,,0.0,199.11457,0.0,,0.0,493516.00997,0.0,0.06832,0.0,,,159.8376,0.0,0.01276,0.0,,0.0,0.0,0.00886,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.00745,,0.0,,,,,,,
2021-12-01,91215.91402,0.0,179056.90135,526042.79457,,0.0,0.0,,0.0,599388.81991,0.0,136851.66879,0.0,764486.84744,,,0.0,203.61095,0.0,0.0,0.0,81757.18527,0.0,0.0692,0.0,,,159.8376,0.0,0.01304,0.0,,0.0,0.0,0.00906,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.00774,,0.0,0.0,0.0,,,,,
2022-01-01,83011.3536,0.0,179727.4472,528061.87583,,0.0,0.0,,0.0,601660.1126,0.0,140903.55312,0.0,772963.26411,,,0.0,208.25721,0.0,0.0,0.0,81390.58575,0.0,0.07011,0.0,,,159.8376,0.0,0.01333,0.0,,0.0,0.0,0.00926,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.00804,,0.0,0.0,0.0,,,,,
2022-02-01,81326.34396,0.0,189405.85285,557209.79345,,0.0,0.0,,0.0,634449.0427,0.0,145957.31638,0.0,821477.27672,,,0.0,212.90347,0.0,0.0,0.0,85618.97878,0.0,0.07102,0.0,,,159.8376,68166.93836,0.01362,0.0,,0.0,0.0,0.00946,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.00834,,0.0,0.0,0.0,,,,,
2022-03-01,80689.21336,0.0,192433.45407,566327.59313,,0.0,0.0,,0.0,644705.79111,0.0,144429.7715,0.0,840287.90584,,,0.0,217.10009,0.0,0.0,0.0,87004.32308,0.0,0.07184,0.0,,,309.8376,69193.84795,0.01388,0.0,,0.0,0.0,0.00964,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.00511,0.0,0.00861,,0.0,0.0,0.0,,,,,
2022-06-01,81631.8801,0.0,192433.87281,566327.59918,,0.0,0.0,,0.0,644705.79111,0.0,0.0,0.0,857927.38886,,,0.0,230.88899,0.0,,0.0,87192.02087,0.0,0.07454,0.0,,,309.8376,72567.97946,0.01474,,,0.0,0.0,0.01024,,,137291.75832,0.0,0.0,,0.0,0.0,0.0,0.00582,0.0,0.0095,,0.0,0.0,0.0,,,0.02279,,
2022-07-01,89108.78714,0.0,192434.00941,566327.60115,,0.0,0.0,,0.0,644705.79111,0.0,0.0,0.0,863679.39427,,,0.0,228.47208,0.0,,0.0,177599.69689,0.0,0.07542,0.0,,,309.8376,73668.23974,0.01502,,,,0.0,0.01044,,,131072.35401,0.0,0.0,,0.0,0.0,0.0,0.00605,0.0,0.00979,,0.0,0.0,0.0,,,0.02371,,
2022-08-01,278717.45299,0.0,239445.03887,707909.00061,,0.0,0.0,,0.0,803972.84172,0.0,0.0,166.09839,1095162.68202,,,3675.89918,181.99139,,,0.0,207114.75411,0.0,0.07633,0.0,,,309.8376,74805.17535,0.01531,,,,0.0,0.01064,,,152984.83872,0.0,0.0,,0.0,0.0,0.0,0.00629,0.0,0.01009,,0.0,0.0,0.0,0.0,,,,
2022-09-01,294532.07229,0.0,239445.2144,707909.00265,,,0.0,,,803972.84172,1018.00939,0.0,156.05386,1102669.46776,,,3435.04438,184.99837,,,0.0,207937.07197,0.0,56.59769,0.0,,,309.8376,75942.11097,0.0156,,,,0.0,0.01084,0.0,,151605.0057,0.0,0.0,,0.0,0.0,0.0,0.00653,163.63918,0.01039,,0.0,0.0,,0.0,0.0,,,
2022-10-01,442811.65599,0.0,239445.38434,707909.00462,,,0.0,,,803197.37494,1040.96803,13874.94927,117.87138,1109969.63727,,,3259.0729,187.90835,,,0.0,253404.3954,0.0,57.36555,8e-05,,,309.8376,77042.37124,0.01588,,,,0.0,0.01104,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.00676,153.96913,0.01068,,0.0,0.0,,,0.0,,,
2022-11-01,442852.9846,0.0,239445.55987,707909.00666,,,0.0,,,803197.37493,1064.69196,13877.59501,39.03975,1117513.14594,,,2978.64254,190.91533,,,0.0,255263.14239,0.0,58.159,8e-05,,,309.8376,78179.30686,0.01617,,,,0.0,0.01124,0.0,,0.0,,0.0,,0.0,0.0,,0.007,,0.01098,,0.0,0.0,,,0.0,,,
2022-12-01,466154.18891,0.0,239445.72981,707909.00863,,,146.88089,,,803197.37493,1087.6506,13874.94964,29.44962,1124813.31545,,,2679.73034,193.82531,,,0.0,259537.18889,0.0,58.92686,0.00862,,,309.8376,79279.56713,0.01645,,,,0.0,0.01144,0.0,,0.0,,0.0,,0.0,0.0,,0.00723,,0.01127,,0.0,0.0,,0.0,,,,
2023-01-01,503816.61507,0.0,239445.90534,0.08778,,,148.94302,,,,1111.37453,13877.59501,,0.0,,,2230.21803,196.83229,,,0.0,258359.98684,0.0,34.18821,0.00896,,,309.8376,80416.50275,0.01674,,,,0.0,0.01164,0.0,,0.0,,0.0,,,0.0,,0.00747,,0.01157,,0.0,0.0,,0.0,,,,
2023-02-01,503538.64777,0.0,239446.08087,0.08982,,,144.85487,,,,1135.09846,12145.71891,,0.0,,,2042.44126,199.83927,,,0.0,260510.64348,0.0,34.67057,0.0093,,,309.8376,81553.43837,0.01703,,,,0.0,0.01184,0.0,,0.0,,0.0,,,0.0,,0.00771,,0.01187,,0.0,0.0,,,,,,
2023-03-01,493374.61757,0.0,239446.23963,0.09166,,,144.61678,,,,1156.52652,11053.99371,,0.0,,,1730.07805,141.1021,,,0.0,259992.30937,0.0,35.10624,0.0096,,,309.8376,82580.34795,0.01729,,,,0.0,0.01202,0.0,,0.0,,0.0,,,0.0,,0.00792,,0.01214,,0.0,0.0,,,,,,
