Date,01,03,06,08,10,11,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,37,38,41,42,43,45,46,47,49,51,52,55,56,61,64,68,70,71,73,77,86,96,00,19,50,58,62,72,75,85,05,36,65,66,69,80,02,09,81,79,07,74,82
2020-02-01,221737.26658,182888.23973,0.0,2306.83047,9016185.41444,1664710.71414,8466.45254,,0.0,7259.90908,0.0,1308137.49106,12574952.06835,0,2178106.59427,2522077.91366,7798555.74276,150829.88369,1688.0722,3089625.792,0.0,806529.88351,328369.4983,116252.64052,,5161.35568,0.0,,234286.43021,1205243.77456,2192444.05466,0.0,145313.28224,7766749.27398,178500.15285,16645.59095,94493.8101,31660.47291,60974.27186,,419.62914,0.0,8449735.91398,0,814.25954,0.0,69999.21771,279429.73546,0.0,471594.23392,0.0,17049.40936,3749.73839,874.29983,,0.0,0.0,,0.0,,,,,,,,,,,
2020-03-01,223499.38814,182901.86139,,2306.83047,9035586.43318,1708456.42842,8467.06894,0.0,0.0,7155.95794,0.0,1296146.82266,12391896.36578,0,2165490.63439,2481873.72661,7732086.82339,151521.12316,1446.45228,3083187.96318,0.0,808028.28205,688936.01095,115244.88592,,5188.38857,30096.85537,0.0,236094.8095,1216139.44541,2217748.97709,0.0,146276.65732,6916674.76253,177255.94708,16661.21176,93053.15789,31204.45097,60415.6929,,423.87322,0.0,8348653.98436,0,827.59954,0.0,69175.23339,276609.31937,0.0,472709.04274,0.0,17030.55296,3778.56908,881.95685,,0.0,0.0,,,,,,,,,,,,,
2020-04-01,224863.87914,182916.42247,,2306.83047,9856236.88363,1720422.87706,8467.72785,0.0,0.0,8176.32468,0.0,1384820.8667,13977688.1639,0,2354995.60383,2791740.1774,8795118.59277,155813.86427,1443.68494,3550100.15096,0.0,809630.01842,696196.91798,132335.18444,,5218.32379,0.0,0.0,238027.90446,1234899.03606,483043.46764,0.0,146141.86837,7135256.86961,196386.19275,25000.86207,106367.86587,35940.6587,69362.13314,0.0,428.72359,0.0,9482714.49492,0,841.85954,0.0,77428.27653,314907.55905,0.0,492396.61606,0.0,17042.87156,3809.38809,890.70772,,0.0,0.0,,,,,,,,,,,,,
2020-05-01,228616.98074,182930.51384,,2306.83047,9659460.79293,1715695.62862,8468.36551,0.0,0.0,7859.31421,0.0,1347007.52377,13408649.59227,0,2304512.62285,2683235.88216,8518664.31101,155886.55624,1442.18591,3407860.22306,0.0,811180.08588,334537.91287,127970.84043,,5247.27672,0.0,0.0,239898.64158,1245494.94168,487337.35766,0.0,147071.91702,6968719.49592,191348.209,24074.15339,101934.56181,650954.50084,67037.44889,0.0,433.27082,0.0,9149007.60826,0,855.65954,0.0,74892.649,304448.48682,,489542.63134,0.0,15944.99082,3839.21294,898.91167,,0.0,,,,,,,,,,,,,,
2020-06-01,230905.4714,182945.07492,,2306.83047,9164691.9388,423221.95644,8469.02442,0.0,0.0,7840.82406,0.0,1355387.34202,13450494.02056,0,2307887.95398,2674710.05602,8799427.88105,156931.89104,0.0,3439485.35597,0.0,812781.82225,336741.55953,128425.15738,,3201.79811,0.0,0.0,241831.73654,1258686.14533,491848.20471,0.0,148079.36123,6911201.64922,191724.73198,16340.00625,101986.47944,35026.34522,67243.01654,0.0,437.66647,0.0,9183102.26233,0,869.91954,0.0,74768.13459,304801.98596,,492345.26092,0.0,15936.94416,3870.03195,906.84215,,0.0,,,,,,,,,,,,,,
2020-07-01,237867.10181,182959.16629,0.0,2306.83047,9133364.25706,0.0,8469.66208,0.0,0.0,7779.12597,7025.90699,1362570.70024,13441248.33496,0,2303154.40343,2653053.61232,8776908.07177,162206.24353,0.0,3454179.90308,80636.27282,814331.88971,338882.57824,128145.47055,,3200.3815,0.0,0.0,243702.47366,1290310.16453,496214.94585,790.05595,149056.36325,6812102.32363,191290.28891,16763.03919,141964.43979,35023.46516,67064.69072,0.0,442.51685,0.0,9179805.72731,0,883.05288,0.0,74294.19874,303644.57623,,494346.99536,0.0,15928.4114,3899.8568,915.59303,,0.0,,,,,,,,,,,,,,
2020-08-01,239609.18662,182973.72737,199349.31221,2306.83047,9412627.35065,0.0,8470.32099,0.0,0.0,8070.87649,6538.97243,1419688.33057,14118810.35663,0,2363133.7398,2751111.01635,9126588.22492,164311.20393,0.0,3670453.0236,84787.68792,815933.62608,341149.76033,133690.90538,,2760.61048,0.0,0.0,245635.56862,1335176.20614,500814.92095,646.76147,150066.89245,6933765.03291,197350.04938,16708.01352,148224.01349,36625.61358,69940.07197,0.0,447.21565,0.0,9394605.8049,0,897.97955,0.0,76673.57556,315650.22373,,303073.50511,0.0,188.22125,3930.67581,924.07044,,,,,,,,,,,,,,,,
2020-09-01,241365.12212,182988.28845,200798.56221,2306.83047,9415226.98968,0.0,8470.9799,0.0,0.0,8008.71021,5354.29246,1423788.19473,14089315.5736,0,2358623.00538,1972168.2126,9114492.81692,165227.92403,0.0,3687606.18378,84165.1309,817535.36245,343422.35264,133437.56715,,2751.23123,0.0,0.0,247568.66358,1379048.38739,504355.06613,0.0,152761.51762,6924529.45752,196935.93142,16651.92865,147365.9033,36630.36622,69774.12483,0.0,451.91445,0.0,9242956.21945,0,912.23955,0.0,76196.56274,298403.85595,,303710.3484,,,3961.49482,932.54785,908.93125,,,,,,,,,,,,,,,
2020-10-01,71623.58395,0.0,0.0,0.0,7569860.03298,392812.74121,0.0,0.0,0.0,0.0,0.0,1428224.66622,11201740.70806,0,418028.72527,13754.38067,7979035.11595,4407.85009,0.0,3790775.60706,84284.8216,598958.20317,206983.90291,0.0,0.0,0.0,0.0,0.0,0.0,1334784.3251,0.0,0.0,149751.85631,3809471.211,292.64772,189.66735,42847.98878,38007.84704,0.0,0.0,456.46168,0.0,6716253.00192,0,926.03955,0.0,74286.51982,0.0,,,,,,,1919.63239,,,,,,,,,,,,,,,
